"All Caps", "Occurrences", "Initials", "Occurrences", "Lowercases", "Occurrences"
"", "", "", "", "sseu", "4"
"", "", "", "", "ssib", "4"
"", "", "", "", "stre", "4"
"", "", "", "", "suit", "4"
"", "", "", "", "supp", "4"
"", "", "", "", "tabl", "4"
"", "", "", "", "tâch", "4"
"", "", "", "", "tait", "4"
"", "", "", "", "tati", "4"
"", "", "", "", "teme", "4"
"", "", "", "", "tres", "4"
"", "", "", "", "ttre", "4"
"", "", "", "", "ture", "4"
"", "", "", "", "uble", "4"
"", "", "", "", "uête", "4"
"", "", "", "", "ulai", "4"
"", "", "", "", "unes", "4"
"", "", "", "", "urag", "4"
"", "", "", "", "uves", "4"
"", "", "", "", "vain", "4"
"", "", "", "", "vait", "4"
"", "", "", "", "vale", "4"
"", "", "", "", "vend", "4"
"", "", "", "", "veni", "4"
"", "", "", "", "venu", "4"
"", "", "", "", "véri", "4"
"", "", "", "", "vict", "4"
"", "", "", "", "vieu", "4"
"", "", "", "", "vite", "4"
"", "", "", "", "viva", "4"
"", "", "", "", "vivr", "4"
"", "", "", "", "voie", "4"
"", "", "", "", "volo", "4"
"", "", "", "", "vont", "4"
"", "", "", "", "abou", "3"
"", "", "", "", "abus", "3"
"", "", "", "", "acce", "3"
"", "", "", "", "aîtr", "3"
"", "", "", "", "alla", "3"
"", "", "", "", "anno", "3"
"", "", "", "", "aran", "3"
"", "", "", "", "arde", "3"
"", "", "", "", "armé", "3"
"", "", "", "", "aspi", "3"
"", "", "", "", "audi", "3"
"", "", "", "", "aupr", "3"
"", "", "", "", "aveu", "3"
"", "", "", "", "ayan", "3"
"", "", "", "", "bois", "3"
"", "", "", "", "bord", "3"
"", "", "", "", "bout", "3"
"", "", "", "", "cach", "3"
"", "", "", "", "cale", "3"
"", "", "", "", "calo", "3"
"", "", "", "", "caré", "3"
"", "", "", "", "cart", "3"
"", "", "", "", "chat", "3"
"", "", "", "", "chât", "3"
"", "", "", "", "chif", "3"
"", "", "", "", "cien", "3"
"", "", "", "", "cier", "3"
"", "", "", "", "cile", "3"
"", "", "", "", "civi", "3"
"", "", "", "", "clas", "3"
"", "", "", "", "cloc", "3"
"", "", "", "", "coul", "3"
"", "", "", "", "crie", "3"
"", "", "", "", "crit", "3"
"", "", "", "", "ctèr", "3"
"", "", "", "", "cuis", "3"
"", "", "", "", "dava", "3"
"", "", "", "", "débu", "3"
"", "", "", "", "décl", "3"
"", "", "", "", "défe", "3"
"", "", "", "", "deme", "3"
"", "", "", "", "démo", "3"
"", "", "", "", "dépo", "3"
"", "", "", "", "désa", "3"
"", "", "", "", "dése", "3"
"", "", "", "", "déta", "3"
"", "", "", "", "deur", "3"
"", "", "", "", "dipl", "3"
"", "", "", "", "diri", "3"
"", "", "", "", "disa", "3"
"", "", "", "", "divi", "3"
"", "", "", "", "domi", "3"
"", "", "", "", "doub", "3"
"", "", "", "", "éder", "3"
"", "", "", "", "effo", "3"
"", "", "", "", "eils", "3"
"", "", "", "", "élém", "3"
"", "", "", "", "élev", "3"
"", "", "", "", "élit", "3"
"", "", "", "", "éloi", "3"
"", "", "", "", "emba", "3"
"", "", "", "", "embr", "3"
"", "", "", "", "empl", "3"
"", "", "", "", "empo", "3"
"", "", "", "", "enir", "3"
"", "", "", "", "ento", "3"
"", "", "", "", "enve", "3"
"", "", "", "", "épro", "3"
"", "", "", "", "epti", "3"
"", "", "", "", "épui", "3"
"", "", "", "", "erai", "3"
"", "", "", "", "erre", "3"
"", "", "", "", "erse", "3"
"", "", "", "", "erve", "3"
"", "", "", "", "espo", "3"
"", "", "", "", "état", "3"
"", "", "", "", "eten", "3"
"", "", "", "", "eter", "3"
"", "", "", "", "étio", "3"
"", "", "", "", "étra", "3"
"", "", "", "", "excl", "3"
"", "", "", "", "exco", "3"
"", "", "", "", "exis", "3"
"", "", "", "", "expé", "3"
"", "", "", "", "fâch", "3"
"", "", "", "", "févr", "3"
"", "", "", "", "fier", "3"
"", "", "", "", "gati", "3"
"", "", "", "", "gats", "3"
"", "", "", "", "grou", "3"
"", "", "", "", "haus", "3"
"", "", "", "", "haut", "3"
"", "", "", "", "hési", "3"
"", "", "", "", "host", "3"
"", "", "", "", "iali", "3"
"", "", "", "", "iati", "3"
"", "", "", "", "icil", "3"
"", "", "", "", "iger", "3"
"", "", "", "", "igno", "3"
"", "", "", "", "igue", "3"
"", "", "", "", "imen", "3"
"", "", "", "", "impô", "3"
"", "", "", "", "indé", "3"
"", "", "", "", "ines", "3"
"", "", "", "", "inév", "3"
"", "", "", "", "infl", "3"
"", "", "", "", "ingr", "3"
"", "", "", "", "inqu", "3"
"", "", "", "", "intr", "3"
"", "", "", "", "invo", "3"
"", "", "", "", "ionn", "3"
"", "", "", "", "irée", "3"
"", "", "", "", "ises", "3"
"", "", "", "", "isit", "3"
"", "", "", "", "isol", "3"
"", "", "", "", "ison", "3"
"", "", "", "", "itab", "3"
"", "", "", "", "iteu", "3"
"", "", "", "", "joie", "3"
"", "", "", "", "jugé", "3"
"", "", "", "", "kilo", "3"
"", "", "", "", "labl", "3"
"", "", "", "", "lait", "3"
"", "", "", "", "laqu", "3"
"", "", "", "", "lent", "3"
"", "", "", "", "lièr", "3"
"", "", "", "", "lisa", "3"
"", "", "", "", "llig", "3"
"", "", "", "", "loca", "3"
"", "", "", "", "lour", "3"
"", "", "", "", "mant", "3"
"", "", "", "", "méco", "3"
"", "", "", "", "ména", "3"
"", "", "", "", "menu", "3"
"", "", "", "", "mètr", "3"
"", "", "", "", "mill", "3"
"", "", "", "", "mini", "3"
"", "", "", "", "mmun", "3"
"", "", "", "", "mnie", "3"
"", "", "", "", "mobi", "3"
"", "", "", "", "moni", "3"
"", "", "", "", "moye", "3"
"", "", "", "", "mpag", "3"
"", "", "", "", "mphe", "3"
"", "", "", "", "ndra", "3"
"", "", "", "", "nell", "3"
"", "", "", "", "neve", "3"
"", "", "", "", "nger", "3"
"", "", "", "", "nime", "3"
"", "", "", "", "nisé", "3"
"", "", "", "", "nist", "3"
"", "", "", "", "nnel", "3"
"", "", "", "", "norm", "3"
"", "", "", "", "nses", "3"
"", "", "", "", "ntag", "3"
"", "", "", "", "ntio", "3"
"", "", "", "", "obat", "3"
"", "", "", "", "occa", "3"
"", "", "", "", "occu", "3"
"", "", "", "", "oche", "3"
"", "", "", "", "oirs", "3"
"", "", "", "", "oisi", "3"
"", "", "", "", "omat", "3"
"", "", "", "", "omiq", "3"
"", "", "", "", "onné", "3"
"", "", "", "", "oppo", "3"
"", "", "", "", "orie", "3"
"", "", "", "", "orti", "3"
"", "", "", "", "outr", "3"
"", "", "", "", "paie", "3"
"", "", "", "", "parm", "3"
"", "", "", "", "peuv", "3"
"", "", "", "", "pleu", "3"
"", "", "", "", "plui", "3"
"", "", "", "", "prél", "3"
"", "", "", "", "preu", "3"
"", "", "", "", "prév", "3"
"", "", "", "", "prin", "3"
"", "", "", "", "prod", "3"
"", "", "", "", "quat", "3"
"", "", "", "", "quen", "3"
"", "", "", "", "rair", "3"
"", "", "", "", "rall", "3"
"", "", "", "", "ranc", "3"
"", "", "", "", "rand", "3"
"", "", "", "", "rapp", "3"
"", "", "", "", "rava", "3"
"", "", "", "", "récl", "3"
"", "", "", "", "réco", "3"
"", "", "", "", "refu", "3"
"", "", "", "", "regr", "3"
"", "", "", "", "régu", "3"
"", "", "", "", "relè", "3"
"", "", "", "", "remo", "3"
"", "", "", "", "remp", "3"
"", "", "", "", "rené", "3"
"", "", "", "", "rete", "3"
"", "", "", "", "rêts", "3"
"", "", "", "", "rout", "3"
"", "", "", "", "rven", "3"
"", "", "", "", "sabl", "3"
"", "", "", "", "sanc", "3"
"", "", "", "", "séjo", "3"
"", "", "", "", "sévè", "3"
"", "", "", "", "side", "3"
"", "", "", "", "sièm", "3"
"", "", "", "", "sien", "3"
"", "", "", "", "slat", "3"
"", "", "", "", "souh", "3"
"", "", "", "", "sour", "3"
"", "", "", "", "ssai", "3"
"", "", "", "", "ssée", "3"
"", "", "", "", "ssit", "3"
"", "", "", "", "stèr", "3"
"", "", "", "", "stiq", "3"
"", "", "", "", "suff", "3"
"", "", "", "", "susp", "3"
"", "", "", "", "symp", "3"
"", "", "", "", "tand", "3"
"", "", "", "", "tenc", "3"
"", "", "", "", "tend", "3"
"", "", "", "", "teni", "3"
"", "", "", "", "time", "3"
"", "", "", "", "titr", "3"
"", "", "", "", "tive", "3"
"", "", "", "", "toir", "3"
"", "", "", "", "tomb", "3"
"", "", "", "", "tora", "3"
"", "", "", "", "tric", "3"
"", "", "", "", "uche", "3"
"", "", "", "", "unic", "3"
"", "", "", "", "unio", "3"
"", "", "", "", "unté", "3"
"", "", "", "", "urre", "3"
"", "", "", "", "vail", "3"
"", "", "", "", "vais", "3"
"", "", "", "", "vant", "3"
"", "", "", "", "vena", "3"
"", "", "", "", "ving", "3"
"", "", "", "", "viol", "3"
"", "", "", "", "voit", "3"
"", "", "", "", "voud", "3"
"", "", "", "", "well", "3"
"", "", "", "", "acca", "2"
"", "", "", "", "accl", "2"
"", "", "", "", "accr", "2"
"", "", "", "", "acha", "2"
"", "", "", "", "ache", "2"
"", "", "", "", "adme", "2"
"", "", "", "", "advi", "2"
"", "", "", "", "agea", "2"
"", "", "", "", "ages", "2"
"", "", "", "", "ageu", "2"
"", "", "", "", "aise", "2"
"", "", "", "", "alli", "2"
"", "", "", "", "amat", "2"
"", "", "", "", "amba", "2"
"", "", "", "", "ambi", "2"
"", "", "", "", "amèn", "2"
"", "", "", "", "amna", "2"
"", "", "", "", "amne", "2"
"", "", "", "", "amné", "2"
"", "", "", "", "amni", "2"
"", "", "", "", "amus", "2"
"", "", "", "", "anes", "2"
"", "", "", "", "anne", "2"
"", "", "", "", "aper", "2"
"", "", "", "", "appo", "2"
"", "", "", "", "athi", "2"
"", "", "", "", "atté", "2"
"", "", "", "", "atti", "2"
"", "", "", "", "attr", "2"
"", "", "", "", "atur", "2"
"", "", "", "", "aupa", "2"
"", "", "", "", "auro", "2"
"", "", "", "", "auti", "2"
"", "", "", "", "avis", "2"
"", "", "", "", "avou", "2"
"", "", "", "", "bier", "2"
"", "", "", "", "bili", "2"
"", "", "", "", "bons", "2"
"", "", "", "", "bour", "2"
"", "", "", "", "café", "2"
"", "", "", "", "capi", "2"
"", "", "", "", "cari", "2"
"", "", "", "", "cath", "2"
"", "", "", "", "cenc", "2"
"", "", "", "", "céré", "2"
"", "", "", "", "cess", "2"
"", "", "", "", "ches", "2"
"", "", "", "", "chis", "2"
"", "", "", "", "chût", "2"
"", "", "", "", "cili", "2"
"", "", "", "", "cipe", "2"
"", "", "", "", "cita", "2"
"", "", "", "", "cles", "2"
"", "", "", "", "club", "2"
"", "", "", "", "colo", "2"
"", "", "", "", "comb", "2"
"", "", "", "", "copi", "2"
"", "", "", "", "corn", "2"
"", "", "", "", "corr", "2"
"", "", "", "", "côte", "2"
"", "", "", "", "couc", "2"
"", "", "", "", "coût", "2"
"", "", "", "", "couv", "2"
"", "", "", "", "créd", "2"
"", "", "", "", "crim", "2"
"", "", "", "", "dame", "2"
"", "", "", "", "dant", "2"
"", "", "", "", "débi", "2"
"", "", "", "", "débo", "2"
"", "", "", "", "déch", "2"
"", "", "", "", "déçu", "2"
"", "", "", "", "défa", "2"
"", "", "", "", "dégo", "2"
"", "", "", "", "déli", "2"
"", "", "", "", "dépi", "2"
"", "", "", "", "dépl", "2"
"", "", "", "", "dépu", "2"
"", "", "", "", "desc", "2"
"", "", "", "", "dési", "2"
"", "", "", "", "dess", "2"
"", "", "", "", "dier", "2"
"", "", "", "", "dign", "2"
"", "", "", "", "dira", "2"
"", "", "", "", "divo", "2"
"", "", "", "", "dome", "2"
"", "", "", "", "dorf", "2"
"", "", "", "", "douc", "2"
"", "", "", "", "doye", "2"
"", "", "", "", "drai", "2"
"", "", "", "", "eant", "2"
"", "", "", "", "éces", "2"
"", "", "", "", "écha", "2"
"", "", "", "", "éche", "2"
"", "", "", "", "éché", "2"
"", "", "", "", "écié", "2"
"", "", "", "", "écon", "2"
"", "", "", "", "écou", "2"
"", "", "", "", "édan", "2"
"", "", "", "", "éden", "2"
"", "", "", "", "édit", "2"
"", "", "", "", "égli", "2"
"", "", "", "", "égoï", "2"
"", "", "", "", "ègue", "2"
"", "", "", "", "elai", "2"
"", "", "", "", "élog", "2"
"", "", "", "", "élus", "2"
"", "", "", "", "émen", "2"
"", "", "", "", "emme", "2"
"", "", "", "", "émot", "2"
"", "", "", "", "enab", "2"
"", "", "", "", "enda", "2"
"", "", "", "", "endu", "2"
"", "", "", "", "enqu", "2"
"", "", "", "", "ensu", "2"
"", "", "", "", "épil", "2"
"", "", "", "", "épis", "2"
"", "", "", "", "épou", "2"
"", "", "", "", "èque", "2"
"", "", "", "", "équi", "2"
"", "", "", "", "érat", "2"
"", "", "", "", "erie", "2"
"", "", "", "", "espé", "2"
"", "", "", "", "essé", "2"
"", "", "", "", "étab", "2"
"", "", "", "", "étag", "2"
"", "", "", "", "etie", "2"
"", "", "", "", "étiq", "2"
"", "", "", "", "éton", "2"
"", "", "", "", "etta", "2"
"", "", "", "", "etté", "2"
"", "", "", "", "euro", "2"
"", "", "", "", "euvr", "2"
"", "", "", "", "évei", "2"
"", "", "", "", "éven", "2"
"", "", "", "", "évit", "2"
"", "", "", "", "exac", "2"
"", "", "", "", "exéc", "2"
"", "", "", "", "exte", "2"
"", "", "", "", "exté", "2"
"", "", "", "", "faud", "2"
"", "", "", "", "fave", "2"
"", "", "", "", "féli", "2"
"", "", "", "", "ffér", "2"
"", "", "", "", "fian", "2"
"", "", "", "", "frap", "2"
"", "", "", "", "fres", "2"
"", "", "", "", "from", "2"
"", "", "", "", "fure", "2"
"", "", "", "", "gaie", "2"
"", "", "", "", "gauc", "2"
"", "", "", "", "géna", "2"
"", "", "", "", "gêne", "2"
"", "", "", "", "gens", "2"
"", "", "", "", "gner", "2"
"", "", "", "", "grâc", "2"
"", "", "", "", "grat", "2"
"", "", "", "", "hand", "2"
"", "", "", "", "hant", "2"
"", "", "", "", "hâte", "2"
"", "", "", "", "hois", "2"
"", "", "", "", "hono", "2"
"", "", "", "", "iaux", "2"
"", "", "", "", "idab", "2"
"", "", "", "", "iens", "2"
"", "", "", "", "ierg", "2"
"", "", "", "", "iero", "2"
"", "", "", "", "igna", "2"
"", "", "", "", "illa", "2"
"", "", "", "", "illé", "2"
"", "", "", "", "imer", "2"
"", "", "", "", "inac", "2"
"", "", "", "", "inan", "2"
"", "", "", "", "inat", "2"
"", "", "", "", "indu", "2"
"", "", "", "", "inée", "2"
"", "", "", "", "infa", "2"
"", "", "", "", "infi", "2"
"", "", "", "", "ingé", "2"
"", "", "", "", "inie", "2"
"", "", "", "", "inju", "2"
"", "", "", "", "inno", "2"
"", "", "", "", "inop", "2"
"", "", "", "", "insé", "2"
"", "", "", "", "inva", "2"
"", "", "", "", "ioth", "2"
"", "", "", "", "ioti", "2"
"", "", "", "", "iple", "2"
"", "", "", "", "iqué", "2"
"", "", "", "", "irat", "2"
"", "", "", "", "irer", "2"
"", "", "", "", "irme", "2"
"", "", "", "", "isie", "2"
"", "", "", "", "isme", "2"
"", "", "", "", "isoi", "2"
"", "", "", "", "issi", "2"
"", "", "", "", "iter", "2"
"", "", "", "", "ités", "2"
"", "", "", "", "jete", "2"
"", "", "", "", "labo", "2"
"", "", "", "", "lace", "2"
"", "", "", "", "laie", "2"
"", "", "", "", "lamm", "2"
"", "", "", "", "lari", "2"
"", "", "", "", "laum", "2"
"", "", "", "", "leço", "2"
"", "", "", "", "léon", "2"
"", "", "", "", "less", "2"
"", "", "", "", "levé", "2"
"", "", "", "", "lexi", "2"
"", "", "", "", "libr", "2"
"", "", "", "", "lici", "2"
"", "", "", "", "lier", "2"
"", "", "", "", "limi", "2"
"", "", "", "", "liqu", "2"
"", "", "", "", "livr", "2"
"", "", "", "", "llau", "2"
"", "", "", "", "ller", "2"
"", "", "", "", "loua", "2"
"", "", "", "", "loye", "2"
"", "", "", "", "luti", "2"
"", "", "", "", "mach", "2"
"", "", "", "", "male", "2"
"", "", "", "", "mano", "2"
"", "", "", "", "mauv", "2"
"", "", "", "", "mble", "2"
"", "", "", "", "mbra", "2"
"", "", "", "", "mbri", "2"
"", "", "", "", "méde", "2"
"", "", "", "", "mées", "2"
"", "", "", "", "mena", "2"
"", "", "", "", "mend", "2"
"", "", "", "", "mens", "2"
"", "", "", "", "mess", "2"
"", "", "", "", "meub", "2"
"", "", "", "", "mies", "2"
"", "", "", "", "mine", "2"
"", "", "", "", "mino", "2"
"", "", "", "", "mira", "2"
"", "", "", "", "moit", "2"
"", "", "", "", "moqu", "2"
"", "", "", "", "moti", "2"
"", "", "", "", "mult", "2"
"", "", "", "", "murs", "2"
"", "", "", "", "nais", "2"
"", "", "", "", "naye", "2"
"", "", "", "", "nces", "2"
"", "", "", "", "ncia", "2"
"", "", "", "", "ncie", "2"
"", "", "", "", "ndes", "2"
"", "", "", "", "ndiq", "2"
"", "", "", "", "ndon", "2"
"", "", "", "", "nées", "2"
"", "", "", "", "négl", "2"
"", "", "", "", "nett", "2"
"", "", "", "", "nial", "2"
"", "", "", "", "nise", "2"
"", "", "", "", "nner", "2"
"", "", "", "", "noir", "2"
"", "", "", "", "noms", "2"
"", "", "", "", "nota", "2"
"", "", "", "", "note", "2"
"", "", "", "", "nter", "2"
"", "", "", "", "ntis", "2"
"", "", "", "", "nuer", "2"
"", "", "", "", "null", "2"
"", "", "", "", "occi", "2"
"", "", "", "", "ocre", "2"
"", "", "", "", "octo", "2"
"", "", "", "", "oeil", "2"
"", "", "", "", "ogra", "2"
"", "", "", "", "ogue", "2"
"", "", "", "", "oige", "2"
"", "", "", "", "oiti", "2"
"", "", "", "", "olat", "2"
"", "", "", "", "oncl", "2"
"", "", "", "", "onge", "2"
"", "", "", "", "onze", "2"
"", "", "", "", "orai", "2"
"", "", "", "", "orte", "2"
"", "", "", "", "osit", "2"
"", "", "", "", "ouvé", "2"
"", "", "", "", "owsk", "2"
"", "", "", "", "pain", "2"
"", "", "", "", "papi", "2"
"", "", "", "", "parv", "2"
"", "", "", "", "paye", "2"
"", "", "", "", "pêch", "2"
"", "", "", "", "péni", "2"
"", "", "", "", "perd", "2"
"", "", "", "", "père", "2"
"", "", "", "", "peur", "2"
"", "", "", "", "pièc", "2"
"", "", "", "", "pire", "2"
"", "", "", "", "plom", "2"
"", "", "", "", "post", "2"
"", "", "", "", "poul", "2"
"", "", "", "", "pous", "2"
"", "", "", "", "prat", "2"
"", "", "", "", "préd", "2"
"", "", "", "", "préo", "2"
"", "", "", "", "prob", "2"
"", "", "", "", "pron", "2"
"", "", "", "", "prox", "2"
"", "", "", "", "pter", "2"
"", "", "", "", "qual", "2"
"", "", "", "", "queu", "2"
"", "", "", "", "quit", "2"
"", "", "", "", "radi", "2"
"", "", "", "", "rain", "2"
"", "", "", "", "raît", "2"
"", "", "", "", "ramm", "2"
"", "", "", "", "rant", "2"
"", "", "", "", "rare", "2"
"", "", "", "", "ravi", "2"
"", "", "", "", "rdis", "2"
"", "", "", "", "réal", "2"
"", "", "", "", "réce", "2"
"", "", "", "", "réci", "2"
"", "", "", "", "reçu", "2"
"", "", "", "", "redo", "2"
"", "", "", "", "rées", "2"
"", "", "", "", "réfl", "2"
"", "", "", "", "rega", "2"
"", "", "", "", "rejo", "2"
"", "", "", "", "réjo", "2"
"", "", "", "", "remi", "2"
"", "", "", "", "repa", "2"
"", "", "", "", "répé", "2"
"", "", "", "", "réqu", "2"
"", "", "", "", "rera", "2"
"", "", "", "", "réta", "2"
"", "", "", "", "revo", "2"
"", "", "", "", "révo", "2"
"", "", "", "", "riab", "2"
"", "", "", "", "rica", "2"
"", "", "", "", "rire", "2"
"", "", "", "", "risa", "2"
"", "", "", "", "rism", "2"
"", "", "", "", "risq", "2"
"", "", "", "", "rnel", "2"
"", "", "", "", "rôle", "2"
"", "", "", "", "roma", "2"
"", "", "", "", "rome", "2"
"", "", "", "", "romi", "2"
"", "", "", "", "rqua", "2"
"", "", "", "", "rque", "2"
"", "", "", "", "rras", "2"
"", "", "", "", "rten", "2"
"", "", "", "", "sate", "2"
"", "", "", "", "satu", "2"
"", "", "", "", "sauf", "2"
"", "", "", "", "scul", "2"
"", "", "", "", "sema", "2"
"", "", "", "", "sept", "2"
"", "", "", "", "seur", "2"
"", "", "", "", "sièc", "2"
"", "", "", "", "sièg", "2"
"", "", "", "", "sinc", "2"
"", "", "", "", "snon", "2"
"", "", "", "", "somb", "2"
"", "", "", "", "somp", "2"
"", "", "", "", "spen", "2"
"", "", "", "", "ssem", "2"
"", "", "", "", "ssiv", "2"
"", "", "", "", "stée", "2"
"", "", "", "", "stic", "2"
"", "", "", "", "stie", "2"
"", "", "", "", "supé", "2"
"", "", "", "", "sure", "2"
"", "", "", "", "susc", "2"
"", "", "", "", "symb", "2"
"", "", "", "", "tage", "2"
"", "", "", "", "taie", "2"
"", "", "", "", "tair", "2"
"", "", "", "", "tais", "2"
"", "", "", "", "tanc", "2"
"", "", "", "", "tate", "2"
"", "", "", "", "taux", "2"
"", "", "", "", "tees", "2"
"", "", "", "", "tére", "2"
"", "", "", "", "term", "2"
"", "", "", "", "timi", "2"
"", "", "", "", "tist", "2"
"", "", "", "", "tota", "2"
"", "", "", "", "trés", "2"
"", "", "", "", "trip", "2"
"", "", "", "", "tris", "2"
"", "", "", "", "trui", "2"
"", "", "", "", "tueu", "2"
"", "", "", "", "uett", "2"
"", "", "", "", "uill", "2"
"", "", "", "", "uite", "2"
"", "", "", "", "univ", "2"
"", "", "", "", "uran", "2"
"", "", "", "", "urer", "2"
"", "", "", "", "urie", "2"
"", "", "", "", "urse", "2"
"", "", "", "", "uses", "2"
"", "", "", "", "uter", "2"
"", "", "", "", "util", "2"
"", "", "", "", "utio", "2"
"", "", "", "", "uvel", "2"
"", "", "", "", "vall", "2"
"", "", "", "", "valu", "2"
"", "", "", "", "vaux", "2"
"", "", "", "", "veme", "2"
"", "", "", "", "vera", "2"
"", "", "", "", "verb", "2"
"", "", "", "", "vero", "2"
"", "", "", "", "vert", "2"
"", "", "", "", "veul", "2"
"", "", "", "", "veux", "2"
"", "", "", "", "vidu", "2"
"", "", "", "", "visa", "2"
"", "", "", "", "vité", "2"
"", "", "", "", "voca", "2"
"", "", "", "", "voté", "2"
"", "", "", "", "vrée", "2"
"", "", "", "", "vria", "2"
"", "", "", "", "yeux", "2"
"", "", "", "", "abdi", "1"
"", "", "", "", "abet", "1"
"", "", "", "", "abil", "1"
"", "", "", "", "abst", "1"
"", "", "", "", "acad", "1"
"", "", "", "", "acer", "1"
"", "", "", "", "acqu", "1"
"", "", "", "", "acra", "1"
"", "", "", "", "actu", "1"
"", "", "", "", "adap", "1"
"", "", "", "", "adju", "1"
"", "", "", "", "ador", "1"
"", "", "", "", "ados", "1"
"", "", "", "", "affl", "1"
"", "", "", "", "afin", "1"
"", "", "", "", "agac", "1"
"", "", "", "", "agan", "1"
"", "", "", "", "agem", "1"
"", "", "", "", "agir", "1"
"", "", "", "", "agis", "1"
"", "", "", "", "agri", "1"
"", "", "", "", "aigu", "1"
"", "", "", "", "aimé", "1"
"", "", "", "", "ainc", "1"
"", "", "", "", "aîne", "1"
"", "", "", "", "aîné", "1"
"", "", "", "", "aisé", "1"
"", "", "", "", "aisi", "1"
"", "", "", "", "aiso", "1"
"", "", "", "", "aita", "1"
"", "", "", "", "aité", "1"
"", "", "", "", "aiti", "1"
"", "", "", "", "alar", "1"
"", "", "", "", "allo", "1"
"", "", "", "", "allu", "1"
"", "", "", "", "alti", "1"
"", "", "", "", "ambu", "1"
"", "", "", "", "amen", "1"
"", "", "", "", "ammé", "1"
"", "", "", "", "amor", "1"
"", "", "", "", "ampu", "1"
"", "", "", "", "anar", "1"
"", "", "", "", "ancê", "1"
"", "", "", "", "anéa", "1"
"", "", "", "", "anen", "1"
"", "", "", "", "ante", "1"
"", "", "", "", "anté", "1"
"", "", "", "", "apea", "1"
"", "", "", "", "apeu", "1"
"", "", "", "", "appl", "1"
"", "", "", "", "apr!", "1"
"", "", "", "", "arad", "1"
"", "", "", "", "araî", "1"
"", "", "", "", "ardo", "1"
"", "", "", "", "arée", "1"
"", "", "", "", "arés", "1"
"", "", "", "", "aret", "1"
"", "", "", "", "arit", "1"
"", "", "", "", "armi", "1"
"", "", "", "", "arra", "1"
"", "", "", "", "asme", "1"
"", "", "", "", "assé", "1"
"", "", "", "", "atav", "1"
"", "", "", "", "ates", "1"
"", "", "", "", "atit", "1"
"", "", "", "", "atre", "1"
"", "", "", "", "auda", "1"
"", "", "", "", "audé", "1"
"", "", "", "", "auff", "1"
"", "", "", "", "augm", "1"
"", "", "", "", "augu", "1"
"", "", "", "", "aume", "1"
"", "", "", "", "auqu", "1"
"", "", "", "", "auxi", "1"
"", "", "", "", "avag", "1"
"", "", "", "", "avér", "1"
"", "", "", "", "avoc", "1"
"", "", "", "", "bail", "1"
"", "", "", "", "bana", "1"
"", "", "", "", "band", "1"
"", "", "", "", "bani", "1"
"", "", "", "", "banq", "1"
"", "", "", "", "barr", "1"
"", "", "", "", "base", "1"
"", "", "", "", "bass", "1"
"", "", "", "", "bata", "1"
"", "", "", "", "bava", "1"
"", "", "", "", "belg", "1"
"", "", "", "", "béné", "1"
"", "", "", "", "beur", "1"
"", "", "", "", "bibl", "1"
"", "", "", "", "bite", "1"
"", "", "", "", "biza", "1"
"", "", "", "", "blan", "1"
"", "", "", "", "blée", "1"
"", "", "", "", "bler", "1"
"", "", "", "", "blie", "1"
"", "", "", "", "blis", "1"
"", "", "", "", "bloc", "1"
"", "", "", "", "bonh", "1"
"", "", "", "", "bont", "1"
"", "", "", "", "born", "1"
"", "", "", "", "boss", "1"
"", "", "", "", "bouc", "1"
"", "", "", "", "boud", "1"
"", "", "", "", "boue", "1"
"", "", "", "", "bref", "1"
"", "", "", "", "brèv", "1"
"", "", "", "", "broc", "1"
"", "", "", "", "brui", "1"
"", "", "", "", "brus", "1"
"", "", "", "", "bûch", "1"
"", "", "", "", "buff", "1"
"", "", "", "", "buis", "1"
"", "", "", "", "bule", "1"
"", "", "", "", "bull", "1"
"", "", "", "", "cade", "1"
"", "", "", "", "cafa", "1"
"", "", "", "", "cail", "1"
"", "", "", "", "calm", "1"
"", "", "", "", "cani", "1"
"", "", "", "", "çant", "1"
"", "", "", "", "capa", "1"
"", "", "", "", "carr", "1"
"", "", "", "", "casi", "1"
"", "", "", "", "caul", "1"
"", "", "", "", "ccup", "1"
"", "", "", "", "céde", "1"
"", "", "", "", "cède", "1"
"", "", "", "", "cées", "1"
"", "", "", "", "célè", "1"
"", "", "", "", "cept", "1"
"", "", "", "", "cerc", "1"
"", "", "", "", "cère", "1"
"", "", "", "", "ceva", "1"
"", "", "", "", "chai", "1"
"", "", "", "", "chen", "1"
"", "", "", "", "chên", "1"
"", "", "", "", "chèq", "1"
"", "", "", "", "chés", "1"
"", "", "", "", "chèv", "1"
"", "", "", "", "chic", "1"
"", "", "", "", "chie", "1"
"", "", "", "", "chôm", "1"
"", "", "", "", "chou", "1"
"", "", "", "", "chré", "1"
"", "", "", "", "cian", "1"
"", "", "", "", "ciat", "1"
"", "", "", "", "cins", "1"
"", "", "", "", "cipé", "1"
"", "", "", "", "cite", "1"
"", "", "", "", "cité", "1"
"", "", "", "", "cito", "1"
"", "", "", "", "clai", "1"
"", "", "", "", "clém", "1"
"", "", "", "", "clér", "1"
"", "", "", "", "clor", "1"
"", "", "", "", "clôt", "1"
"", "", "", "", "clus", "1"
"", "", "", "", "coal", "1"
"", "", "", "", "cogn", "1"
"", "", "", "", "coha", "1"
"", "", "", "", "coin", "1"
"", "", "", "", "cole", "1"
"", "", "", "", "colp", "1"
