"All Caps", "Occurrences", "Initials", "Occurrences", "Lowercases", "Occurrences"
"LEC", "1", "Poi", "4", "dis", "37"
"LEJ", "1", "Rei", "4", "lem", "37"
"LEV", "1", "Ren", "4", "nom", "37"
"LIS", "1", "San", "4", "tes", "37"
"MAI", "1", "Soc", "4", "imp", "36"
"MAR", "1", "Tal", "4", "peu", "36"
"MAS", "1", "Amb", "3", "tem", "36"
"MEN", "1", "Big", "3", "ins", "35"
"MIS", "1", "Bol", "3", "nel", "35"
"MON", "1", "Bon", "3", "ten", "35"
"MOS", "1", "Bre", "3", "lai", "34"
"MOU", "1", "Ces", "3", "soi", "34"
"NBE", "1", "Cro", "3", "vai", "34"
"NCE", "1", "Cur", "3", "ven", "34"
"NIP", "1", "Dan", "3", "can", "33"
"NTS", "1", "Dro", "3", "mun", "33"
"OLA", "1", "Emi", "3", "pay", "33"
"ORB", "1", "Foe", "3", "ais", "32"
"OUE", "1", "Fre", "3", "mal", "32"
"OUX", "1", "Gar", "3", "pen", "32"
"PAL", "1", "God", "3", "sse", "32"
"PAT", "1", "Gra", "3", "vot", "32"
"PEU", "1", "Hay", "3", "ami", "31"
"PLA", "1", "Isl", "3", "arr", "31"
"PLE", "1", "Jam", "3", "dem", "31"
"POL", "1", "Jus", "3", "ite", "31"
"POR", "1", "Léo", "3", "ple", "31"
"PRO", "1", "Lun", "3", "reu", "31"
"RAP", "1", "May", "3", "tan", "31"
"RAT", "1", "Mer", "3", "ans", "30"
"RED", "1", "Mes", "3", "emb", "30"
"RGE", "1", "Mll", "3", "ers", "30"
"RNA", "1", "Myr", "3", "êtr", "30"
"RST", "1", "Pen", "3", "ils", "30"
"RUY", "1", "Quo", "3", "ist", "30"
"SAI", "1", "Rég", "3", "qua", "30"
"SAN", "1", "Rus", "3", "sui", "30"
"SEN", "1", "Sab", "3", "anc", "29"
"SET", "1", "Sam", "3", "bre", "29"
"SHO", "1", "Sho", "3", "ici", "29"
"SSE", "1", "Sou", "3", "nte", "29"
"STO", "1", "Sué", "3", "all", "28"
"SUR", "1", "Tel", "3", "app", "28"
"TAI", "1", "Tho", "3", "ect", "28"
"TET", "1", "Ven", "3", "lla", "28"
"THO", "1", "Vic", "3", "nde", "28"
"TIE", "1", "Ais", "2", "apr", "27"
"TIL", "1", "Ale", "2", "dir", "27"
"TOT", "1", "And", "2", "foi", "27"
"TRA", "1", "Att", "2", "iqu", "27"
"TTR", "1", "Aut", "2", "ond", "27"
"TWE", "1", "Bel", "2", "abl", "26"
"UGU", "1", "Ber", "2", "art", "26"
"UNE", "1", "Bie", "2", "att", "26"
"VER", "1", "Boc", "2", "cil", "26"
"VIE", "1", "Bru", "2", "dép", "26"
"WAL", "1", "Brû", "2", "dev", "26"
"XAN", "1", "Can", "2", "ess", "26"
"", "", "Chr", "2", "etc", "26"
"", "", "Cin", "2", "ler", "26"
"", "", "Clé", "2", "ore", "26"
"", "", "Cou", "2", "ric", "26"
"", "", "Dav", "2", "sen", "26"
"", "", "Dél", "2", "ter", "26"
"", "", "Dep", "2", "bon", "25"
"", "", "Deu", "2", "cho", "25"
"", "", "Dév", "2", "deu", "25"
"", "", "Div", "2", "fau", "25"
"", "", "Eco", "2", "gré", "25"
"", "", "Ens", "2", "sie", "25"
"", "", "Fin", "2", "aff", "24"
"", "", "Fon", "2", "ère", "24"
"", "", "Fou", "2", "fil", "24"
"", "", "Foy", "2", "gén", "24"
"", "", "Gen", "2", "pet", "24"
"", "", "Gue", "2", "pla", "24"
"", "", "Han", "2", "por", "24"
"", "", "Has", "2", "rel", "24"
"", "", "Hou", "2", "trè", "24"
"", "", "Ici", "2", "ubl", "24"
"", "", "Jar", "2", "and", "23"
"", "", "Jeu", "2", "ard", "23"
"", "", "Lev", "2", "éri", "23"
"", "", "Luc", "2", "eux", "23"
"", "", "Mau", "2", "exp", "23"
"", "", "Men", "2", "pos", "23"
"", "", "Mgr", "2", "rem", "23"
"", "", "Mun", "2", "ret", "23"
"", "", "Oct", "2", "sio", "23"
"", "", "Ola", "2", "tie", "23"
"", "", "Ori", "2", "ure", "23"
"", "", "Pap", "2", "cer", "22"
"", "", "Peu", "2", "ceu", "22"
"", "", "Pla", "2", "esp", "22"
"", "", "Pon", "2", "exc", "22"
"", "", "Pou", "2", "for", "22"
"", "", "Pui", "2", "ica", "22"
"", "", "Qu'", "2", "ind", "22"
"", "", "Res", "2", "mie", "22"
"", "", "Rév", "2", "ner", "22"
"", "", "Ris", "2", "ray", "22"
"", "", "Rom", "2", "sai", "22"
"", "", "Ruh", "2", "sat", "22"
"", "", "Sil", "2", "act", "21"
"", "", "Son", "2", "ale", "21"
"", "", "Sor", "2", "aus", "21"
"", "", "Sup", "2", "dit", "21"
"", "", "Tre", "2", "ens", "21"
"", "", "Tru", "2", "fam", "21"
"", "", "Tuc", "2", "jus", "21"
"", "", "Une", "2", "man", "21"
"", "", "Ver", "2", "ord", "21"
"", "", "Vil", "2", "bea", "20"
"", "", "Viv", "2", "déc", "20"
"", "", "Wil", "2", "dév", "20"
"", "", "Acc", "1", "ide", "20"
"", "", "Adm", "1", "isi", "20"
"", "", "Age", "1", "len", "20"
"", "", "Aja", "1", "nes", "20"
"", "", "Ajo", "1", "sei", "20"
"", "", "Aoû", "1", "ton", "20"
"", "", "Ard", "1", "uis", "20"
"", "", "Arr", "1", "aie", "19"
"", "", "Aus", "1", "ail", "19"
"", "", "Ava", "1", "aur", "19"
"", "", "Ave", "1", "dre", "19"
"", "", "Bac", "1", "iat", "19"
"", "", "Bes", "1", "onn", "19"
"", "", "Bib", "1", "réa", "19"
"", "", "Blo", "1", "rec", "19"
"", "", "Bor", "1", "rue", "19"
"", "", "Bra", "1", "cès", "18"
"", "", "Bui", "1", "déj", "18"
"", "", "Bur", "1", "éga", "18"
"", "", "Cam", "1", "fin", "18"
"", "", "Cas", "1", "lie", "18"
"", "", "CHÈ", "1", "mat", "18"
"", "", "Cho", "1", "nai", "18"
"", "", "Cie", "1", "ndr", "18"
"", "", "Cob", "1", "nne", "18"
"", "", "Coo", "1", "ouv", "18"
"", "", "Cos", "1", "pag", "18"
"", "", "Cre", "1", "pui", "18"
"", "", "Cub", "1", "rai", "18"
"", "", "Dar", "1", "rge", "18"
"", "", "Dat", "1", "som", "18"
"", "", "Déb", "1", "ssé", "18"
"", "", "Déj", "1", "vis", "18"
"", "", "Dém", "1", "age", "17"
"", "", "DÉP", "1", "cam", "17"
"", "", "Dès", "1", "car", "17"
"", "", "Die", "1", "del", "17"
"", "", "Dir", "1", "der", "17"
"", "", "Dog", "1", "fon", "17"
"", "", "Eli", "1", "ise", "17"
"", "", "NA", "1", "lon", "17"
"", "", "Enc", "1", "nça", "17"
"", "", "Enq", "1", "non", "17"
"", "", "RA", "1", "oir", "17"
"", "", "Err", "1", "suc", "17"
"", "", "Evê", "1", "tai", "17"
"", "", "Exé", "1", "tel", "17"
"", "", "Fâc", "1", "adm", "16"
"", "", "Féd", "1", "ani", "16"
"", "", "Fér", "1", "ére", "16"
"", "", "Fév", "1", "fia", "16"
"", "", "Fid", "1", "hon", "16"
"", "", "Foc", "1", "ier", "16"
"", "", "Gam", "1", "ive", "16"
"", "", "Gas", "1", "mis", "16"
"", "", "GÉN", "1", "nem", "16"
"", "", "Gir", "1", "réu", "16"
"", "", "Gro", "1", "ris", "16"
"", "", "Ham", "1", "rit", "16"
"", "", "Hau", "1", "squ", "16"
"", "", "Hel", "1", "sta", "16"
"", "", "Hér", "1", "tri", "16"
"", "", "HÔT", "1", "uté", "16"
"", "", "Hôt", "1", "ate", "15"
"", "", "Hub", "1", "dél", "15"
"", "", "Ibs", "1", "emp", "15"
"", "", "Imp", "1", "env", "15"
"", "", "Ira", "1", "fes", "15"
"", "", "Jap", "1", "hol", "15"
"", "", "Jon", "1", "met", "15"
"", "", "Jou", "1", "nts", "15"
"", "", "Jug", "1", "org", "15"
"", "", "Jup", "1", "ori", "15"
"", "", "Kah", "1", "ort", "15"
"", "", "Laz", "1", "ose", "15"
"", "", "LÉE", "1", "rev", "15"
"", "", "Leg", "1", "sti", "15"
"", "", "LÉG", "1", "vre", "15"
"", "", "Leh", "1", "ari", "14"
"", "", "Leu", "1", "cri", "14"
"", "", "Low", "1", "cte", "14"
"", "", "Lui", "1", "fal", "14"
"", "", "Lut", "1", "ina", "14"
"", "", "Lya", "1", "iss", "14"
"", "", "Lyo", "1", "ita", "14"
"", "", "Mac", "1", "iti", "14"
"", "", "Maï", "1", "lis", "14"
"", "", "Mei", "1", "mbr", "14"
"", "", "Mén", "1", "nat", "14"
"", "", "Mex", "1", "ncs", "14"
"", "", "Moi", "1", "neu", "14"
"", "", "Myi", "1", "oué", "14"
"", "", "Nap", "1", "réc", "14"
"", "", "Nén", "1", "sec", "14"
"", "", "Nev", "1", "sor", "14"
"", "", "Noë", "1", "ste", "14"
"", "", "Nos", "1", "tic", "14"
"", "", "Not", "1", "alo", "13"
"", "", "Nul", "1", "céd", "13"
"", "", "Ont", "1", "dep", "13"
"", "", "Pat", "1", "did", "13"
"", "", "Pea", "1", "dif", "13"
"", "", "Per", "1", "ées", "13"
"", "", "Pet", "1", "fér", "13"
"", "", "Pol", "1", "ili", "13"
"", "", "Por", "1", "inc", "13"
"", "", "Pot", "1", "lée", "13"
"", "", "Pra", "1", "let", "13"
"", "", "Pre", "1", "lib", "13"
"", "", "Pru", "1", "liq", "13"
"", "", "Qua", "1", "mid", "13"
"", "", "Qué", "1", "ois", "13"
"", "", "QUÉ", "1", "pai", "13"
"", "", "Qui", "1", "sav", "13"
"", "", "Rec", "1", "sib", "13"
"", "", "Red", "1", "sin", "13"
"", "", "RÉÉ", "1", "tis", "13"
"", "", "Réf", "1", "uco", "13"
"", "", "Rep", "1", "uel", "13"
"", "", "Réu", "1", "vic", "13"
"", "", "Rie", "1", "adv", "12"
"", "", "Rig", "1", "cro", "12"
"", "", "Roc", "1", "doi", "12"
"", "", "Rou", "1", "égu", "12"
"", "", "Rud", "1", "ema", "12"
"", "", "Sce", "1", "enf", "12"
"", "", "Sch", "1", "erv", "12"
"", "", "SÉA", "1", "inv", "12"
"", "", "Sei", "1", "its", "12"
"", "", "Sep", "1", "jeu", "12"
"", "", "Seu", "1", "mar", "12"
"", "", "Sèv", "1", "off", "12"
"", "", "Sim", "1", "omm", "12"
"", "", "Sir", "1", "omp", "12"
"", "", "Sol", "1", "pub", "12"
"", "", "Sud", "1", "sal", "12"
"", "", "Sui", "1", "ssi", "12"
"", "", "Suz", "1", "sto", "12"
"", "", "Tab", "1", "tré", "12"
"", "", "Téz", "1", "uti", "12"
"", "", "Thé", "1", "uve", "12"
"", "", "Thi", "1", "vra", "12"
"", "", "Thr", "1", "abo", "11"
"", "", "Thw", "1", "cai", "11"
"", "", "Tor", "1", "cau", "11"
"", "", "Trè", "1", "cir", "11"
"", "", "Tuf", "1", "col", "11"
"", "", "Tur", "1", "cra", "11"
"", "", "Uti", "1", "dou", "11"
"", "", "Veu", "1", "dra", "11"
"", "", "Vib", "1", "eau", "11"
"", "", "Vos", "1", "enn", "11"
"", "", "Voy", "1", "exe", "11"
"", "", "Was", "1", "ine", "11"
"", "", "Wea", "1", "isa", "11"
"", "", "Wri", "1", "lig", "11"
"", "", "Yor", "1", "lit", "11"
"", "", "Zél", "1", "min", "11"
"", "", "", "", "mod", "11"
"", "", "", "", "nan", "11"
"", "", "", "", "nir", "11"
"", "", "", "", "onc", "11"
"", "", "", "", "ran", "11"
"", "", "", "", "rat", "11"
"", "", "", "", "rég", "11"
"", "", "", "", "ria", "11"
"", "", "", "", "sac", "11"
"", "", "", "", "scr", "11"
"", "", "", "", "séa", "11"
"", "", "", "", "sim", "11"
"", "", "", "", "ssa", "11"
"", "", "", "", "tea", "11"
"", "", "", "", "tur", "11"
"", "", "", "", "ueu", "11"
"", "", "", "", "ula", "11"
"", "", "", "", "use", "11"
"", "", "", "", "viv", "11"
"", "", "", "", "abs", "10"
"", "", "", "", "ang", "10"
"", "", "", "", "ann", "10"
"", "", "", "", "cep", "10"
"", "", "", "", "din", "10"
"", "", "", "", "eff", "10"
"", "", "", "", "ept", "10"
"", "", "", "", "érê", "10"
"", "", "", "", "ern", "10"
"", "", "", "", "fer", "10"
"", "", "", "", "gar", "10"
"", "", "", "", "ign", "10"
"", "", "", "", "inf", "10"
"", "", "", "", "ira", "10"
"", "", "", "", "lac", "10"
"", "", "", "", "lic", "10"
"", "", "", "", "loi", "10"
"", "", "", "", "ora", "10"
"", "", "", "", "pat", "10"
"", "", "", "", "tés", "10"
"", "", "", "", "têt", "10"
"", "", "", "", "teu", "10"
"", "", "", "", "tit", "10"
"", "", "", "", "tôt", "10"
"", "", "", "", "uit", "10"
"", "", "", "", "val", "10"
"", "", "", "", "van", "10"
"", "", "", "", "ato", "9"
"", "", "", "", "bla", "9"
"", "", "", "", "bou", "9"
"", "", "", "", "cen", "9"
"", "", "", "", "coe", "9"
"", "", "", "", "cor", "9"
"", "", "", "", "dét", "9"
"", "", "", "", "eni", "9"
"", "", "", "", "épr", "9"
"", "", "", "", "err", "9"
"", "", "", "", "eun", "9"
"", "", "", "", "fem", "9"
"", "", "", "", "fit", "9"
"", "", "", "", "hôt", "9"
"", "", "", "", "idé", "9"
"", "", "", "", "ini", "9"
"", "", "", "", "lam", "9"
"", "", "", "", "lev", "9"
"", "", "", "", "lqu", "9"
"", "", "", "", "mor", "9"
"", "", "", "", "mpl", "9"
"", "", "", "", "nie", "9"
"", "", "", "", "occ", "9"
"", "", "", "", "pal", "9"
"", "", "", "", "pec", "9"
"", "", "", "", "pei", "9"
"", "", "", "", "quo", "9"
"", "", "", "", "rna", "9"
"", "", "", "", "ron", "9"
"", "", "", "", "tat", "9"
"", "", "", "", "the", "9"
"", "", "", "", "tiq", "9"
"", "", "", "", "ues", "9"
"", "", "", "", "uni", "9"
"", "", "", "", "vil", "9"
"", "", "", "", "vit", "9"
"", "", "", "", "ade", "8"
"", "", "", "", "avi", "8"
"", "", "", "", "cat", "8"
"", "", "", "", "cea", "8"
"", "", "", "", "cur", "8"
"", "", "", "", "dam", "8"
"", "", "", "", "déb", "8"
"", "", "", "", "dés", "8"
"", "", "", "", "dro", "8"
"", "", "", "", "éch", "8"
"", "", "", "", "écr", "8"
"", "", "", "", "èle", "8"
"", "", "", "", "enu", "8"
"", "", "", "", "era", "8"
"", "", "", "", "exi", "8"
"", "", "", "", "gni", "8"
"", "", "", "", "grè", "8"
"", "", "", "", "hom", "8"
"", "", "", "", "ieu", "8"
"", "", "", "", "ife", "8"
"", "", "", "", "ime", "8"
"", "", "", "", "ito", "8"
"", "", "", "", "jam", "8"
"", "", "", "", "jug", "8"
"", "", "", "", "lar", "8"
"", "", "", "", "mot", "8"
"", "", "", "", "nco", "8"
"", "", "", "", "nio", "8"
"", "", "", "", "nta", "8"
"", "", "", "", "oeu", "8"
"", "", "", "", "oin", "8"
"", "", "", "", "pér", "8"
"", "", "", "", "pir", "8"
"", "", "", "", "poi", "8"
"", "", "", "", "pol", "8"
"", "", "", "", "pop", "8"
"", "", "", "", "prè", "8"
"", "", "", "", "réf", "8"
"", "", "", "", "rét", "8"
"", "", "", "", "sén", "8"
"", "", "", "", "sig", "8"
"", "", "", "", "sus", "8"
"", "", "", "", "tim", "8"
"", "", "", "", "vea", "8"
"", "", "", "", "ame", "7"
"", "", "", "", "arg", "7"
"", "", "", "", "auc", "7"
"", "", "", "", "bat", "7"
"", "", "", "", "bel", "7"
"", "", "", "", "bra", "7"
"", "", "", "", "bur", "7"
"", "", "", "", "cin", "7"
"", "", "", "", "cip", "7"
"", "", "", "", "côt", "7"
"", "", "", "", "cun", "7"
"", "", "", "", "dur", "7"
"", "", "", "", "écl", "7"
"", "", "", "", "élu", "7"
"", "", "", "", "éti", "7"
"", "", "", "", "étu", "7"
"", "", "", "", "fec", "7"
"", "", "", "", "fic", "7"
"", "", "", "", "fid", "7"
"", "", "", "", "fro", "7"
"", "", "", "", "fut", "7"
"", "", "", "", "gne", "7"
"", "", "", "", "hie", "7"
"", "", "", "", "iel", "7"
"", "", "", "", "ige", "7"
"", "", "", "", "itu", "7"
"", "", "", "", "jad", "7"
"", "", "", "", "jar", "7"
"", "", "", "", "joi", "7"
"", "", "", "", "lou", "7"
"", "", "", "", "méc", "7"
"", "", "", "", "méd", "7"
"", "", "", "", "mer", "7"
"", "", "", "", "mil", "7"
"", "", "", "", "nal", "7"
"", "", "", "", "obl", "7"
"", "", "", "", "olu", "7"
"", "", "", "", "pau", "7"
"", "", "", "", "pon", "7"
"", "", "", "", "rag", "7"
"", "", "", "", "rer", "7"
"", "", "", "", "rné", "7"
"", "", "", "", "rra", "7"
"", "", "", "", "sag", "7"
"", "", "", "", "sel", "7"
"", "", "", "", "sit", "7"
"", "", "", "", "sol", "7"
"", "", "", "", "sup", "7"
"", "", "", "", "tar", "7"
"", "", "", "", "tia", "7"
"", "", "", "", "tin", "7"
"", "", "", "", "tiv", "7"
"", "", "", "", "uer", "7"
"", "", "", "", "upe", "7"
"", "", "", "", "uré", "7"
"", "", "", "", "vel", "7"
"", "", "", "", "ves", "7"
"", "", "", "", "ach", "6"
"", "", "", "", "agi", "6"
"", "", "", "", "ajo", "6"
"", "", "", "", "ali", "6"
"", "", "", "", "amb", "6"
"", "", "", "", "amé", "6"
"", "", "", "", "auj", "6"
"", "", "", "", "cal", "6"
"", "", "", "", "cia", "6"
"", "", "", "", "cie", "6"
"", "", "", "", "cle", "6"
"", "", "", "", "dès", "6"
"", "", "", "", "div", "6"
"", "", "", "", "dom", "6"
"", "", "", "", "els", "6"
"", "", "", "", "euv", "6"
"", "", "", "", "fet", "6"
"", "", "", "", "fie", "6"
"", "", "", "", "gag", "6"
"", "", "", "", "gen", "6"
"", "", "", "", "gro", "6"
"", "", "", "", "hai", "6"
"", "", "", "", "hes", "6"
"", "", "", "", "hte", "6"
"", "", "", "", "hum", "6"
"", "", "", "", "ibl", "6"
"", "", "", "", "ice", "6"
"", "", "", "", "ièr", "6"
"", "", "", "", "ies", "6"
"", "", "", "", "iét", "6"
"", "", "", "", "igi", "6"
"", "", "", "", "imm", "6"
"", "", "", "", "ing", "6"
"", "", "", "", "iso", "6"
"", "", "", "", "ivé", "6"
"", "", "", "", "lan", "6"
"", "", "", "", "lin", "6"
"", "", "", "", "maj", "6"
"", "", "", "", "mei", "6"
"", "", "", "", "mem", "6"
"", "", "", "", "miè", "6"
"", "", "", "", "mme", "6"
"", "", "", "", "mps", "6"
"", "", "", "", "nbe", "6"
"", "", "", "", "née", "6"
"", "", "", "", "nim", "6"
"", "", "", "", "nqu", "6"
"", "", "", "", "ola", "6"
"", "", "", "", "ona", "6"
"", "", "", "", "ope", "6"
"", "", "", "", "opé", "6"
"", "", "", "", "oue", "6"
"", "", "", "", "pli", "6"
"", "", "", "", "qué", "6"
"", "", "", "", "ral", "6"
"", "", "", "", "réé", "6"
"", "", "", "", "riq", "6"
"", "", "", "", "rir", "6"
"", "", "", "", "rqu", "6"
"", "", "", "", "sab", "6"
"", "", "", "", "sée", "6"
"", "", "", "", "spé", "6"
"", "", "", "", "str", "6"
"", "", "", "", "tée", "6"
"", "", "", "", "tié", "6"
"", "", "", "", "til", "6"
"", "", "", "", "tte", "6"
"", "", "", "", "ude", "6"
"", "", "", "", "uei", "6"
"", "", "", "", "uli", "6"
"", "", "", "", "ume", "6"
"", "", "", "", "una", "6"
"", "", "", "", "von", "6"
"", "", "", "", "voy", "6"
"", "", "", "", "aba", "5"
"", "", "", "", "adj", "5"
"", "", "", "", "adr", "5"
"", "", "", "", "agn", "5"
"", "", "", "", "aim", "5"
"", "", "", "", "arc", "5"
"", "", "", "", "aup", "5"
"", "", "", "", "bal", "5"
"", "", "", "", "bes", "5"
"", "", "", "", "bli", "5"
"", "", "", "", "cit", "5"
"", "", "", "", "clu", "5"
"", "", "", "", "cre", "5"
"", "", "", "", "cul", "5"
"", "", "", "", "cut", "5"
"", "", "", "", "d'h", "5"
"", "", "", "", "dai", "5"
"", "", "", "", "déf", "5"
"", "", "", "", "dém", "5"
"", "", "", "", "dén", "5"
"", "", "", "", "dia", "5"
"", "", "", "", "dîn", "5"
"", "", "", "", "due", "5"
"", "", "", "", "dui", "5"
"", "", "", "", "êch", "5"
"", "", "", "", "éco", "5"
"", "", "", "", "élo", "5"
"", "", "", "", "ème", "5"
"", "", "", "", "emi", "5"
"", "", "", "", "émo", "5"
"", "", "", "", "épi", "5"
"", "", "", "", "erc", "5"
"", "", "", "", "erp", "5"
"", "", "", "", "esc", "5"
"", "", "", "", "ête", "5"
"", "", "", "", "ève", "5"
"", "", "", "", "ffr", "5"
"", "", "", "", "gou", "5"
"", "", "", "", "hab", "5"
"", "", "", "", "han", "5"
"", "", "", "", "hau", "5"
"", "", "", "", "her", "5"
"", "", "", "", "hou", "5"
"", "", "", "", "igé", "5"
"", "", "", "", "iva", "5"
"", "", "", "", "lab", "5"
"", "", "", "", "lli", "5"
"", "", "", "", "lsw", "5"
"", "", "", "", "nci", "5"
"", "", "", "", "ndo", "5"
"", "", "", "", "néc", "5"
"", "", "", "", "neg", "5"
"", "", "", "", "niè", "5"
"", "", "", "", "nné", "5"
"", "", "", "", "nob", "5"
"", "", "", "", "nôt", "5"
"", "", "", "", "ntu", "5"
"", "", "", "", "nui", "5"
"", "", "", "", "oci", "5"
"", "", "", "", "ole", "5"
"", "", "", "", "oub", "5"
"", "", "", "", "out", "5"
"", "", "", "", "plé", "5"
"", "", "", "", "prê", "5"
"", "", "", "", "pte", "5"
"", "", "", "", "quê", "5"
"", "", "", "", "rap", "5"
"", "", "", "", "ras", "5"
"", "", "", "", "rba", "5"
"", "", "", "", "rch", "5"
"", "", "", "", "rée", "5"
"", "", "", "", "reg", "5"
"", "", "", "", "rgi", "5"
"", "", "", "", "rif", "5"
"", "", "", "", "rou", "5"
"", "", "", "", "sûr", "5"
"", "", "", "", "sym", "5"
"", "", "", "", "tac", "5"
"", "", "", "", "tag", "5"
"", "", "", "", "toi", "5"
"", "", "", "", "tor", "5"
"", "", "", "", "uff", "5"
"", "", "", "", "ult", "5"
"", "", "", "", "upu", "5"
"", "", "", "", "usa", "5"
"", "", "", "", "ute", "5"
"", "", "", "", "vei", "5"
"", "", "", "", "veu", "5"
"", "", "", "", "vol", "5"
"", "", "", "", "ace", "4"
"", "", "", "", "aid", "4"
"", "", "", "", "aît", "4"
"", "", "", "", "apa", "4"
"", "", "", "", "ara", "4"
"", "", "", "", "are", "4"
"", "", "", "", "arl", "4"
"", "", "", "", "arm", "4"
"", "", "", "", "arq", "4"
"", "", "", "", "ats", "4"
"", "", "", "", "atu", "4"
"", "", "", "", "aud", "4"
"", "", "", "", "ban", "4"
"", "", "", "", "bor", "4"
