"All Caps", "Occurrences", "Initials", "Occurrences", "Lowercases", "Occurrences"
"OUT", "1", "Dip", "1", "côt", "33"
"TAN", "1", "Ila", "1", "lia", "33"
"NEZ", "1", "Lal", "1", "aît", "33"
"ERE", "1", "Pia", "1", "quo", "32"
"SEB", "1", "Ten", "1", "bla", "32"
"BOR", "1", "Sia", "1", "lam", "32"
"DEN", "1", "Tig", "1", "nci", "32"
"LCO", "1", "Sea", "1", "lat", "32"
"FIG", "1", "Syd", "1", "bel", "32"
"CRO", "1", "Len", "1", "ett", "32"
"ATS", "1", "Ais", "1", "uen", "32"
"ROQ", "1", "Erm", "1", "bli", "32"
"HUY", "1", "Boc", "1", "cré", "32"
"SAG", "1", "Aye", "1", "soc", "32"
"NAC", "1", "Act", "1", "tia", "32"
"ROU", "1", "Réd", "1", "pei", "32"
"JUI", "1", "Kul", "1", "sel", "32"
"AYS", "1", "Fel", "1", "agr", "32"
"DIO", "1", "Alc", "1", "oss", "31"
"NDM", "1", "TÉS", "1", "exa", "31"
"MOU", "1", "Hoh", "1", "oub", "31"
"STI", "1", "Hab", "1", "plé", "31"
"TEY", "1", "Sul", "1", "rée", "31"
"TJO", "1", "Dij", "1", "lin", "31"
"NCK", "1", "Tré", "1", "éfi", "31"
"LIN", "1", "Fro", "1", "ext", "31"
"DEL", "1", "Mak", "1", "fou", "31"
"BLU", "1", "Hal", "1", "uei", "30"
"FAL", "1", "Ukr", "1", "uit", "30"
"BES", "1", "Jér", "1", "fro", "30"
"NEA", "1", "Gid", "1", "rta", "30"
"WET", "1", "Spo", "1", "sal", "30"
"GNI", "1", "Doc", "1", "cte", "30"
"ONN", "1", "Avi", "1", "ich", "30"
"SHI", "1", "Ark", "1", "gro", "30"
"CAC", "1", "Vla", "1", "réd", "30"
"STU", "1", "Brê", "1", "rib", "30"
"OCE", "1", "Cap", "1", "civ", "30"
"HAV", "1", "Osc", "1", "tal", "30"
"XXV", "1", "Réf", "1", "auc", "30"
"GAL", "1", "CLÉ", "1", "ton", "30"
"UFF", "1", "Evi", "1", "vir", "30"
"ISA", "1", "Adm", "1", "yeu", "29"
"MOY", "1", "The", "1", "épa", "29"
"NSP", "1", "ESÉ", "1", "pru", "29"
"ADM", "1", "PAÏ", "1", "épr", "29"
"FOI", "1", "Cot", "1", "édu", "29"
"MOI", "1", "Inc", "1", "gte", "29"
"NAI", "1", "Hei", "1", "cit", "29"
"DEC", "1", "Fam", "1", "pec", "29"
"COL", "1", "Arg", "1", "évi", "28"
"UMB", "1", "Acc", "1", "obl", "28"
"FOC", "1", "Irl", "1", "rmo", "28"
"UJE", "1", "Wal", "1", "rio", "28"
"PIC", "1", "Sla", "1", "iné", "28"
"BIB", "1", "Coa", "1", "fal", "28"
"LIO", "1", "Enr", "1", "nti", "28"
"SYM", "1", "Hym", "1", "pér", "28"
"PTO", "1", "Lac", "1", "chi", "28"
"JUS", "1", "Squ", "1", "vau", "28"
"TIC", "1", "Spa", "1", "oie", "28"
"PON", "1", "Liè", "1", "pac", "28"
"RKL", "1", "Tsa", "1", "fid", "28"
"THC", "1", "Imp", "1", "frs", "28"
"ZEP", "1", "Otl", "1", "cur", "28"
"GAI", "1", "Voc", "1", "lli", "28"
"ORI", "1", "Mez", "1", "pau", "27"
"GIN", "1", "Sco", "1", "olt", "27"
"ETS", "1", "Wri", "1", "rqu", "27"
"ETE", "1", "Pry", "1", "agi", "27"
"CAU", "1", "XXe", "1", "irr", "27"
"FUR", "1", "Fay", "1", "aba", "27"
"ERV", "1", "Foy", "1", "ige", "27"
"EME", "1", "Maî", "1", "rch", "27"
"ABO", "1", "GNÉ", "1", "nda", "27"
"IGN", "1", "Set", "1", "ivé", "27"
"INO", "1", "Low", "1", "eus", "27"
"RGA", "1", "Whi", "1", "neg", "27"
"NIS", "1", "Wia", "1", "jug", "27"
"UIT", "1", "Rai", "1", "érê", "27"
"NCI", "1", "Vie", "1", "hor", "27"
"NCH", "1", "Sel", "1", "nch", "26"
"UCO", "1", "Ens", "1", "lég", "26"
"HOT", "1", "Ate", "1", "tab", "26"
"WEL", "1", "Dun", "1", "fav", "26"
"ALS", "1", "LIÉ", "1", "mem", "26"
"ACE", "1", "Abb", "1", "rsu", "26"
"LOR", "1", "Dér", "1", "oeu", "26"
"MUR", "1", "Jon", "1", "ats", "26"
"RAY", "1", "RÉU", "1", "eni", "26"
"VIN", "1", "Iro", "1", "séq", "26"
"SOL", "1", "Wes", "1", "pal", "26"
"PHO", "1", "End", "1", "cus", "26"
"TOG", "1", "Hyd", "1", "ajo", "26"
"ING", "1", "Ble", "1", "osé", "26"
"AHI", "1", "Spe", "1", "asi", "26"
"LUX", "1", "Chu", "1", "spe", "26"
"NDS", "1", "Led", "1", "tom", "26"
"FIT", "1", "Duf", "1", "fia", "26"
"IAL", "1", "Noi", "1", "nim", "25"
"VEA", "1", "Dar", "1", "div", "25"
"KER", "1", "Sté", "1", "den", "25"
"TLI", "1", "Edo", "1", "igé", "25"
"CHS", "1", "Gai", "1", "cir", "25"
"LEC", "1", "Rom", "1", "his", "25"
"MAG", "1", "Mrs", "1", "iel", "25"
"EOT", "1", "Tap", "1", "omo", "25"
"III", "1", "Bay", "1", "liv", "25"
"USS", "1", "Eri", "1", "uns", "25"
"SIL", "1", "Dru", "1", "lue", "25"
"CLA", "1", "Foc", "1", "mèr", "25"
"UZE", "1", "Sac", "1", "ial", "25"
"BRU", "1", "Ill", "1", "imm", "25"
"XEL", "1", "Géo", "1", "omm", "25"
"DIC", "1", "Tom", "1", "arg", "25"
"KIN", "1", "Fau", "1", "gou", "25"
"COS", "1", "CÉR", "1", "rds", "25"
"OMO", "1", "Rés", "1", "roc", "25"
"LQU", "1", "Emb", "1", "oni", "25"
"WAG", "1", "Hat", "1", "qué", "25"
"RAM", "1", "Etc", "1", "cea", "25"
"NOL", "1", "Nom", "1", "ari", "24"
"INC", "1", "Seq", "1", "eun", "24"
"LUS", "1", "Bud", "1", "tôt", "24"
"NON", "1", "Hos", "1", "fêt", "24"
"EXP", "1", "ETÉ", "1", "nôt", "24"
"ACH", "1", "PÉS", "1", "nen", "24"
"EVE", "1", "Exa", "1", "nis", "24"
"CUT", "1", "His", "1", "ête", "24"
"DWI", "1", "Enq", "1", "obs", "24"
"MBE", "1", "Féd", "1", "inu", "24"
"FIA", "1", "Rhô", "1", "lab", "24"
"ARI", "1", "RÉG", "1", "sés", "24"
"ARR", "1", "DÉJ", "1", "adv", "24"
"FIE", "1", "Upt", "1", "têt", "24"
"TRO", "1", "Plé", "1", "ing", "24"
"CEP", "1", "BÉA", "1", "niè", "24"
"FUT", "1", "Civ", "1", "isé", "24"
"WHE", "1", "Tâc", "1", "vue", "24"
"KEL", "1", "Alf", "1", "nqu", "24"
"SOI", "1", "BÉN", "1", "bur", "24"
"TIQ", "1", "Wag", "1", "tue", "24"
"IFE", "1", "EXÉ", "1", "ral", "23"
"DIV", "1", "CÔT", "1", "rez", "23"
"GID", "1", "HÉC", "1", "rab", "23"
"LIM", "1", "IVÉ", "1", "tré", "23"
"ZAN", "1", "GRÈ", "1", "orm", "23"
"ALV", "1", "Whh", "1", "eri", "23"
"ARE", "1", "IRÉ", "1", "cal", "23"
"DER", "1", "KBe", "1", "rgi", "23"
"LIZ", "1", "Abo", "1", "rag", "23"
"ALZ", "1", "Dur", "1", "fie", "23"
"AMO", "1", "Wat", "1", "suf", "23"
"AUN", "1", "Jos", "1", "aup", "23"
"NED", "1", "Ans", "1", "lev", "23"
"MUO", "1", "Ani", "1", "uat", "23"
"UGA", "1", "Juv", "1", "adr", "23"
"IRO", "1", "Ele", "1", "sis", "23"
"ULL", "1", "Ado", "1", "opp", "23"
"LAG", "1", "Jua", "1", "duc", "23"
"BAU", "1", "Fêt", "1", "êch", "23"
"TIS", "1", "MÉM", "1", "itr", "23"
"ABD", "1", "Lic", "1", "exé", "23"
"ICA", "1", "Mic", "1", "sym", "22"
"TZA", "1", "Ing", "1", "emi", "22"
"IND", "1", "Lau", "1", "pel", "22"
"NDA", "1", "Thr", "1", "sys", "22"
"ACY", "1", "QUÊ", "1", "aug", "22"
"MUS", "1", "Cil", "1", "giq", "22"
"NOW", "1", "DÉN", "1", "nor", "22"
"TED", "1", "KSÉ", "1", "châ", "22"
"TUL", "1", "Boë", "1", "nal", "22"
"UPO", "1", "Réi", "1", "cai", "22"
"TOR", "1", "Oeu", "1", "eil", "22"
"FRE", "1", "DÉL", "1", "éré", "22"
"WOR", "1", "FÉL", "1", "mul", "22"
"LEO", "1", "AVr", "1", "èle", "22"
"DIN", "1", "Déb", "1", "bén", "22"
"AUD", "1", "Acq", "1", "ude", "22"
"EDA", "1", "PÉN", "1", "siè", "21"
"VOS", "1", "IÉS", "1", "feu", "21"
"VOU", "1", "Ott", "1", "ust", "21"
"REM", "1", "Tag", "1", "are", "21"
"ERC", "1", "RÉV", "1", "rme", "21"
"UEI", "1", "DÉR", "1", "tém", "21"
"MUT", "1", "Myi", "1", "spé", "21"
"UEL", "1", "Dat", "1", "dén", "21"
"ORD", "1", "RÉE", "1", "bas", "21"
"AUG", "1", "Edw", "1", "iso", "21"
"NIR", "1", "RÉF", "1", "mou", "21"
"ONI", "1", "Sév", "1", "nob", "21"
"DIF", "1", "SÉE", "1", "mei", "21"
"FIC", "1", "Tuc", "1", "dai", "21"
"ULT", "1", "Nöé", "1", "tié", "21"
"PET", "1", "UIÉ", "1", "icl", "21"
"ROG", "1", "Hug", "1", "bra", "21"
"FID", "1", "CHa", "1", "els", "21"
"IEL", "1", "Bid", "1", "ame", "21"
"TUT", "1", "Kru", "1", "fir", "20"
"ONC", "1", "SÉP", "1", "vei", "20"
"ISV", "1", "ARÉ", "1", "dia", "20"
"OLS", "1", "Six", "1", "vem", "20"
"NOI", "1", "Eve", "1", "ivr", "20"
"RLA", "1", "NÉR", "1", "éne", "20"
"NDO", "1", "Gro", "1", "sér", "20"
"EXE", "1", "Anv", "1", "gin", "20"
"TET", "1", "Sué", "1", "mbr", "20"
"FEU", "1", "Bui", "1", "cap", "20"
"AGR", "1", "Pâl", "1", "rné", "20"
"BAG", "1", "Xav", "1", "jet", "20"
"DAD", "1", "Dev", "1", "gai", "20"
"LAI", "1", "", "", "épe", "20"
"DAY", "1", "", "", "ian", "20"
"ILS", "1", "", "", "lom", "19"
"SAI", "1", "", "", "una", "19"
"MOD", "1", "", "", "naî", "19"
"PHI", "1", "", "", "cui", "19"
"LIP", "1", "", "", "riq", "19"
"AUP", "1", "", "", "mas", "19"
"VIS", "1", "", "", "éli", "19"
"VEU", "1", "", "", "dic", "19"
"IRC", "1", "", "", "ous", "19"
"MIN", "1", "", "", "due", "19"
"OCT", "1", "", "", "lim", "19"
"OBR", "1", "", "", "hér", "19"
"TEU", "1", "", "", "oue", "19"
"NOP", "1", "", "", "dès", "19"
"RIA", "1", "", "", "dig", "19"
"INE", "1", "", "", "uff", "19"
"COT", "1", "", "", "amm", "19"
"SUE", "1", "", "", "tot", "19"
"VEG", "1", "", "", "prê", "19"
"SIE", "1", "", "", "obr", "19"
"RAC", "1", "", "", "nge", "19"
"CUL", "1", "", "", "âme", "19"
"LUT", "1", "", "", "amb", "19"
"ADI", "1", "", "", "uvé", "18"
"IMP", "1", "", "", "ade", "18"
"UTE", "1", "", "", "dip", "18"
"GNE", "1", "", "", "nna", "18"
"FUN", "1", "", "", "lag", "18"
"TAU", "1", "", "", "rac", "18"
"GRO", "1", "", "", "maj", "18"
"OLA", "1", "", "", "agg", "18"
"AGN", "1", "", "", "agn", "18"
"GIQ", "1", "", "", "pie", "18"
"SEQ", "1", "", "", "iro", "18"
"UEN", "1", "", "", "lou", "18"
"MAX", "1", "", "", "lec", "18"
"IMA", "1", "", "", "blo", "18"
"DEV", "1", "", "", "aqu", "18"
"ORM", "1", "", "", "gné", "18"
"RUE", "1", "", "", "ber", "18"
"DEP", "1", "", "", "ève", "18"
"DIG", "1", "", "", "ife", "18"
"NIT", "1", "", "", "cta", "18"
"ELY", "1", "", "", "équ", "18"
"TEX", "1", "", "", "céd", "17"
"VII", "1", "", "", "evo", "17"
"DOI", "1", "", "", "rim", "17"
"ADV", "1", "", "", "reç", "17"
"RRA", "1", "", "", "meu", "17"
"YLE", "1", "", "", "méd", "17"
"BAN", "1", "", "", "prè", "17"
"CLU", "1", "", "", "lèg", "17"
"INQ", "1", "", "", "arb", "17"
"TUD", "1", "", "", "pèr", "17"
"CUR", "1", "", "", "ito", "17"
"WHI", "1", "", "", "ème", "17"
"SXN", "1", "", "", "hin", "17"
"ENX", "1", "", "", "tée", "17"
"IXS", "1", "", "", "bri", "17"
"XNX", "1", "", "", "fan", "17"
"XYX", "1", "", "", "ism", "17"
"TAL", "1", "", "", "tué", "17"
"SIX", "1", "", "", "olé", "17"
"RBO", "1", "", "", "éni", "17"
"SUS", "1", "", "", "omn", "17"
"DUP", "1", "", "", "séa", "17"
"LEI", "1", "", "", "get", "17"
"LAL", "1", "", "", "riè", "17"
"TOL", "1", "", "", "cis", "17"
"DAL", "1", "", "", "nfa", "16"
"SAC", "1", "", "", "iva", "16"
"RIF", "1", "", "", "vée", "16"
"FAV", "1", "", "", "aid", "16"
"", "", "", "", "pén", "16"
"", "", "", "", "euv", "16"
"", "", "", "", "nul", "16"
"", "", "", "", "log", "16"
"", "", "", "", "enr", "16"
"", "", "", "", "riv", "16"
"", "", "", "", "rôl", "16"
"", "", "", "", "tea", "16"
"", "", "", "", "tag", "16"
"", "", "", "", "iée", "16"
"", "", "", "", "ané", "16"
"", "", "", "", "méc", "16"
"", "", "", "", "aye", "16"
"", "", "", "", "rop", "16"
"", "", "", "", "elo", "16"
"", "", "", "", "clu", "16"
"", "", "", "", "iez", "16"
"", "", "", "", "épu", "16"
"", "", "", "", "ute", "16"
"", "", "", "", "but", "16"
"", "", "", "", "usi", "16"
"", "", "", "", "alc", "16"
"", "", "", "", "quê", "16"
"", "", "", "", "éme", "16"
"", "", "", "", "rgé", "15"
"", "", "", "", "obj", "15"
"", "", "", "", "usa", "15"
"", "", "", "", "abu", "15"
"", "", "", "", "pit", "15"
"", "", "", "", "cia", "15"
"", "", "", "", "agé", "15"
"", "", "", "", "roy", "15"
"", "", "", "", "ndo", "15"
"", "", "", "", "rar", "15"
"", "", "", "", "rès", "15"
"", "", "", "", "nui", "15"
"", "", "", "", "inq", "15"
"", "", "", "", "apa", "15"
"", "", "", "", "coû", "15"
"", "", "", "", "lau", "15"
"", "", "", "", "aim", "15"
"", "", "", "", "élé", "15"
"", "", "", "", "élo", "15"
"", "", "", "", "erm", "15"
"", "", "", "", "ima", "15"
"", "", "", "", "jad", "15"
"", "", "", "", "cée", "15"
"", "", "", "", "bud", "15"
"", "", "", "", "ura", "15"
"", "", "", "", "igi", "15"
"", "", "", "", "boi", "14"
"", "", "", "", "fru", "14"
"", "", "", "", "sev", "14"
"", "", "", "", "cip", "14"
"", "", "", "", "grâ", "14"
"", "", "", "", "mét", "14"
"", "", "", "", "net", "14"
"", "", "", "", "lor", "14"
"", "", "", "", "ché", "14"
"", "", "", "", "imi", "14"
"", "", "", "", "hél", "14"
"", "", "", "", "gên", "14"
"", "", "", "", "red", "14"
"", "", "", "", "las", "14"
"", "", "", "", "nco", "14"
"", "", "", "", "thè", "14"
"", "", "", "", "cli", "14"
"", "", "", "", "eve", "14"
"", "", "", "", "erc", "14"
"", "", "", "", "ino", "14"
"", "", "", "", "éro", "14"
"", "", "", "", "loy", "14"
"", "", "", "", "uêt", "14"
"", "", "", "", "ême", "14"
"", "", "", "", "nag", "14"
"", "", "", "", "pti", "14"
"", "", "", "", "rni", "14"
"", "", "", "", "ncu", "14"
"", "", "", "", "blè", "14"
"", "", "", "", "ole", "14"
"", "", "", "", "uva", "14"
"", "", "", "", "ras", "14"
"", "", "", "", "nés", "14"
"", "", "", "", "nsp", "14"
"", "", "", "", "tél", "14"
"", "", "", "", "tex", "14"
"", "", "", "", "nég", "14"
"", "", "", "", "eig", "13"
"", "", "", "", "din", "13"
"", "", "", "", "tud", "13"
"", "", "", "", "vat", "13"
"", "", "", "", "elt", "13"
"", "", "", "", "pab", "13"
"", "", "", "", "osa", "13"
"", "", "", "", "blé", "13"
"", "", "", "", "émo", "13"
"", "", "", "", "var", "13"
"", "", "", "", "écl", "13"
"", "", "", "", "hui", "13"
"", "", "", "", "nné", "13"
"", "", "", "", "plè", "13"
"", "", "", "", "nif", "13"
"", "", "", "", "dim", "13"
"", "", "", "", "fle", "13"
"", "", "", "", "loc", "13"
"", "", "", "", "bue", "13"
"", "", "", "", "vid", "13"
"", "", "", "", "éte", "13"
"", "", "", "", "séc", "13"
"", "", "", "", "atr", "13"
"", "", "", "", "ppe", "13"
"", "", "", "", "usé", "13"
"", "", "", "", "uié", "13"
"", "", "", "", "kan", "13"
"", "", "", "", "enq", "13"
"", "", "", "", "hôt", "13"
"", "", "", "", "mér", "13"
"", "", "", "", "rêv", "13"
"", "", "", "", "tte", "13"
"", "", "", "", "cem", "13"
"", "", "", "", "ero", "13"
"", "", "", "", "éno", "13"
"", "", "", "", "élu", "13"
"", "", "", "", "lux", "13"
"", "", "", "", "rob", "13"
"", "", "", "", "elé", "13"
"", "", "", "", "ana", "13"
"", "", "", "", "énu", "13"
"", "", "", "", "ado", "13"
"", "", "", "", "ria", "13"
"", "", "", "", "ôts", "13"
"", "", "", "", "iff", "13"
"", "", "", "", "irm", "13"
"", "", "", "", "dus", "13"
"", "", "", "", "ifs", "13"
"", "", "", "", "piè", "13"
"", "", "", "", "arc", "13"
"", "", "", "", "omè", "13"
"", "", "", "", "sto", "13"
"", "", "", "", "suj", "12"
"", "", "", "", "égu", "12"
"", "", "", "", "hou", "12"
"", "", "", "", "égo", "12"
"", "", "", "", "ban", "12"
"", "", "", "", "rne", "12"
"", "", "", "", "ndi", "12"
"", "", "", "", "eng", "12"
"", "", "", "", "ane", "12"
"", "", "", "", "pil", "12"
"", "", "", "", "laq", "12"
"", "", "", "", "esc", "12"
"", "", "", "", "fig", "12"
"", "", "", "", "glo", "12"
"", "", "", "", "mus", "12"
"", "", "", "", "cél", "12"
"", "", "", "", "lir", "12"
"", "", "", "", "urg", "12"
"", "", "", "", "lié", "12"
"", "", "", "", "tac", "12"
"", "", "", "", "étu", "12"
"", "", "", "", "sso", "12"
"", "", "", "", "mac", "12"
"", "", "", "", "cac", "12"
"", "", "", "", "ape", "12"
"", "", "", "", "sûr", "12"
"", "", "", "", "éla", "12"
"", "", "", "", "coe", "12"
"", "", "", "", "lez", "12"
"", "", "", "", "pan", "12"
"", "", "", "", "han", "12"
"", "", "", "", "sil", "12"
"", "", "", "", "épo", "12"
"", "", "", "", "xel", "12"
"", "", "", "", "éti", "12"
"", "", "", "", "gre", "12"
"", "", "", "", "jui", "12"
"", "", "", "", "voq", "11"
"", "", "", "", "brû", "11"
"", "", "", "", "mir", "11"
"", "", "", "", "çai", "11"
"", "", "", "", "scr", "11"
"", "", "", "", "pes", "11"
"", "", "", "", "foy", "11"
"", "", "", "", "vig", "11"
"", "", "", "", "cto", "11"
"", "", "", "", "vag", "11"
"", "", "", "", "bru", "11"
"", "", "", "", "haî", "11"
"", "", "", "", "ahi", "11"
"", "", "", "", "gée", "11"
"", "", "", "", "uvi", "11"
"", "", "", "", "dég", "11"
"", "", "", "", "cœu", "11"
"", "", "", "", "ppé", "11"
"", "", "", "", "fun", "11"
"", "", "", "", "tau", "11"
"", "", "", "", "fix", "11"
"", "", "", "", "aud", "11"
"", "", "", "", "mpe", "11"
"", "", "", "", "maî", "11"
"", "", "", "", "dav", "11"
"", "", "", "", "rro", "11"
"", "", "", "", "kil", "11"
"", "", "", "", "six", "11"
"", "", "", "", "emm", "11"
"", "", "", "", "hos", "11"
"", "", "", "", "tèm", "11"
"", "", "", "", "aig", "11"
"", "", "", "", "égr", "11"
"", "", "", "", "eté", "11"
"", "", "", "", "bal", "11"
"", "", "", "", "ibé", "11"
"", "", "", "", "ets", "11"
"", "", "", "", "mém", "11"
"", "", "", "", "goû", "10"
"", "", "", "", "uri", "10"
"", "", "", "", "ico", "10"
"", "", "", "", "mén", "10"
"", "", "", "", "fur", "10"
"", "", "", "", "rgn", "10"
"", "", "", "", "fol", "10"
"", "", "", "", "obt", "10"
"", "", "", "", "ato", "10"
"", "", "", "", "icu", "10"
"", "", "", "", "èbr", "10"
"", "", "", "", "uta", "10"
"", "", "", "", "die", "10"
"", "", "", "", "tid", "10"
"", "", "", "", "ors", "10"
"", "", "", "", "voe", "10"
"", "", "", "", "oit", "10"
"", "", "", "", "tâc", "10"
"", "", "", "", "dér", "10"
"", "", "", "", "hôp", "10"
"", "", "", "", "mob", "10"
"", "", "", "", "isp", "10"
"", "", "", "", "ugi", "10"
"", "", "", "", "chè", "10"
"", "", "", "", "réh", "10"
"", "", "", "", "uré", "10"
"", "", "", "", "léc", "10"
"", "", "", "", "ola", "10"
"", "", "", "", "aph", "10"
"", "", "", "", "mid", "10"
"", "", "", "", "ncr", "10"
"", "", "", "", "eût", "10"
"", "", "", "", "pra", "10"
"", "", "", "", "iem", "10"
"", "", "", "", "gla", "10"
"", "", "", "", "lus", "10"
"", "", "", "", "rém", "10"
"", "", "", "", "omb", "10"
"", "", "", "", "frè", "10"
"", "", "", "", "one", "10"
"", "", "", "", "obu", "10"
"", "", "", "", "mép", "10"
"", "", "", "", "bué", "10"
"", "", "", "", "ipe", "10"
"", "", "", "", "acq", "10"
"", "", "", "", "gri", "9"
"", "", "", "", "ète", "9"
"", "", "", "", "fli", "9"
"", "", "", "", "sia", "9"
"", "", "", "", "isf", "9"
"", "", "", "", "obi", "9"
"", "", "", "", "jol", "9"
"", "", "", "", "del", "9"
"", "", "", "", "ttr", "9"
"", "", "", "", "ède", "9"
"", "", "", "", "règ", "9"
"", "", "", "", "leç", "9"
"", "", "", "", "coo", "9"
"", "", "", "", "aér", "9"
"", "", "", "", "sév", "9"
"", "", "", "", "gué", "9"
"", "", "", "", "rod", "9"
"", "", "", "", "aya", "9"
"", "", "", "", "faç", "9"
"", "", "", "", "fus", "9"
"", "", "", "", "raî", "9"
"", "", "", "", "stu", "9"
"", "", "", "", "cre", "9"
"", "", "", "", "urn", "9"
"", "", "", "", "enl", "9"
"", "", "", "", "sén", "9"
"", "", "", "", "oye", "9"
"", "", "", "", "sug", "9"
"", "", "", "", "mit", "9"
"", "", "", "", "rti", "9"
"", "", "", "", "bol", "9"
"", "", "", "", "oct", "9"
"", "", "", "", "ena", "9"
"", "", "", "", "rov", "9"
"", "", "", "", "oce", "9"
"", "", "", "", "sez", "9"
"", "", "", "", "niq", "9"
"", "", "", "", "los", "9"
"", "", "", "", "llé", "9"
"", "", "", "", "dix", "9"
"", "", "", "", "pap", "9"
"", "", "", "", "rcé", "9"
"", "", "", "", "rad", "9"
"", "", "", "", "rma", "9"
"", "", "", "", "pur", "9"
"", "", "", "", "edi", "9"
"", "", "", "", "gea", "9"
"", "", "", "", "ipa", "9"
"", "", "", "", "ele", "9"
"", "", "", "", "gir", "9"
"", "", "", "", "çan", "9"
"", "", "", "", "dîn", "9"
"", "", "", "", "éto", "9"
"", "", "", "", "ndu", "9"
"", "", "", "", "arq", "9"
"", "", "", "", "gto", "9"
"", "", "", "", "dun", "9"
"", "", "", "", "ému", "9"
"", "", "", "", "sep", "9"
"", "", "", "", "kel", "9"
"", "", "", "", "oui", "8"
"", "", "", "", "vés", "8"
"", "", "", "", "roi", "8"
"", "", "", "", "sép", "8"
"", "", "", "", "chr", "8"
"", "", "", "", "isl", "8"
"", "", "", "", "asp", "8"
"", "", "", "", "ule", "8"
"", "", "", "", "âge", "8"
"", "", "", "", "rle", "8"
"", "", "", "", "evé", "8"
"", "", "", "", "fié", "8"
"", "", "", "", "opl", "8"
"", "", "", "", "jur", "8"
"", "", "", "", "éva", "8"
"", "", "", "", "orc", "8"
"", "", "", "", "mée", "8"
"", "", "", "", "rom", "8"
"", "", "", "", "erd", "8"
"", "", "", "", "cru", "8"
"", "", "", "", "deh", "8"
"", "", "", "", "ayé", "8"
"", "", "", "", "rig", "8"
"", "", "", "", "sca", "8"
"", "", "", "", "nab", "8"
"", "", "", "", "hod", "8"
"", "", "", "", "aly", "8"
"", "", "", "", "lea", "8"
"", "", "", "", "adj", "8"
"", "", "", "", "ota", "8"
"", "", "", "", "lés", "8"
"", "", "", "", "cev", "8"
"", "", "", "", "bro", "8"
"", "", "", "", "rêm", "8"
"", "", "", "", "tér", "8"
"", "", "", "", "inn", "8"
"", "", "", "", "vôt", "8"
"", "", "", "", "sté", "8"
"", "", "", "", "ril", "8"
"", "", "", "", "upa", "8"
"", "", "", "", "rté", "8"
"", "", "", "", "sce", "8"
"", "", "", "", "gem", "8"
"", "", "", "", "uée", "8"
"", "", "", "", "mut", "8"
"", "", "", "", "oré", "8"
"", "", "", "", "nue", "8"
"", "", "", "", "rci", "8"
"", "", "", "", "rud", "8"
"", "", "", "", "hât", "8"
"", "", "", "", "ote", "8"
"", "", "", "", "amp", "8"
"", "", "", "", "umé", "8"
"", "", "", "", "ntu", "8"
"", "", "", "", "trô", "8"
"", "", "", "", "vac", "8"
"", "", "", "", "nit", "8"
"", "", "", "", "fas", "8"
"", "", "", "", "cop", "8"
"", "", "", "", "hiv", "8"
"", "", "", "", "rbo", "8"
"", "", "", "", "mys", "7"
"", "", "", "", "cad", "7"
"", "", "", "", "acé", "7"
"", "", "", "", "nço", "7"
"", "", "", "", "uil", "7"
"", "", "", "", "coa", "7"
"", "", "", "", "opu", "7"
"", "", "", "", "ram", "7"
"", "", "", "", "hés", "7"
"", "", "", "", "spo", "7"
"", "", "", "", "adi", "7"
"", "", "", "", "eci", "7"
"", "", "", "", "véc", "7"
"", "", "", "", "sne", "7"
"", "", "", "", "pid", "7"
"", "", "", "", "fum", "7"
"", "", "", "", "ela", "7"
"", "", "", "", "erp", "7"
"", "", "", "", "fâc", "7"
"", "", "", "", "ete", "7"
"", "", "", "", "fél", "7"
"", "", "", "", "det", "7"
"", "", "", "", "siv", "7"
"", "", "", "", "num", "7"
"", "", "", "", "oyé", "7"
"", "", "", "", "émi", "7"
"", "", "", "", "bab", "7"
"", "", "", "", "gui", "7"
"", "", "", "", "lte", "7"
"", "", "", "", "fla", "7"
"", "", "", "", "rvu", "7"
"", "", "", "", "rèt", "7"
"", "", "", "", "ivo", "7"
"", "", "", "", "évé", "7"
"", "", "", "", "idi", "7"
"", "", "", "", "ngé", "7"
"", "", "", "", "yai", "7"
"", "", "", "", "cim", "7"
"", "", "", "", "iga", "7"
"", "", "", "", "rse", "7"
"", "", "", "", "nté", "7"
"", "", "", "", "mwa", "7"
"", "", "", "", "ugu", "7"
"", "", "", "", "uct", "7"
"", "", "", "", "ein", "7"
"", "", "", "", "ffe", "7"
"", "", "", "", "ttu", "7"
"", "", "", "", "onç", "7"
"", "", "", "", "éci", "7"
"", "", "", "", "pta", "7"
"", "", "", "", "ntô", "7"
"", "", "", "", "lum", "7"
"", "", "", "", "aul", "7"
"", "", "", "", "sir", "7"
"", "", "", "", "rst", "7"
"", "", "", "", "leq", "7"
"", "", "", "", "flo", "7"
"", "", "", "", "did", "7"
"", "", "", "", "thé", "7"
"", "", "", "", "fis", "7"
"", "", "", "", "ène", "7"
"", "", "", "", "fab", "7"
"", "", "", "", "flé", "7"
"", "", "", "", "fré", "7"
"", "", "", "", "tun", "7"
"", "", "", "", "sue", "7"
"", "", "", "", "urd", "7"
"", "", "", "", "pét", "7"
"", "", "", "", "iod", "7"
"", "", "", "", "féd", "7"
"", "", "", "", "nsm", "7"
"", "", "", "", "ÉNA", "7"
"", "", "", "", "afi", "6"
"", "", "", "", "gig", "6"
"", "", "", "", "oup", "6"
"", "", "", "", "via", "6"
"", "", "", "", "fat", "6"
