"All Caps", "Occurrences", "Initials", "Occurrences", "Lowercases", "Occurrences"
"MAI", "11", "Sec", "24", "cet", "282"
"MAN", "11", "Dan", "23", "moi", "276"
"COU", "11", "Léo", "22", "ava", "275"
"TRA", "10", "New", "22", "sou", "274"
"EMA", "10", "Aoû", "22", "not", "272"
"MEN", "10", "Ils", "22", "aux", "272"
"SSE", "10", "Lou", "21", "all", "265"
"ILL", "10", "Not", "21", "tes", "257"
"DIS", "10", "Die", "21", "ble", "253"
"AME", "9", "Mal", "20", "ter", "253"
"LLI", "9", "Pie", "20", "dis", "252"
"JOU", "9", "Dép", "20", "gra", "252"
"MME", "9", "Ber", "20", "sse", "248"
"GRA", "9", "Cai", "20", "éta", "248"
"DRO", "9", "PRÉ", "20", "ire", "247"
"PRE", "9", "Per", "19", "pri", "246"
"RIE", "9", "Pai", "19", "end", "237"
"AUT", "9", "Rép", "19", "été", "233"
"PER", "8", "Jan", "19", "sie", "233"
"VEN", "8", "Ita", "19", "int", "230"
"SIO", "8", "Als", "19", "air", "224"
"ETA", "8", "Lon", "19", "per", "221"
"CEA", "8", "Qua", "19", "ait", "220"
"IET", "8", "Rob", "18", "ais", "219"
"WIL", "8", "Des", "18", "cel", "217"
"CHA", "8", "Apr", "17", "ler", "216"
"SER", "8", "Pau", "17", "eme", "213"
"SAN", "8", "Loi", "17", "ren", "209"
"GAR", "8", "Est", "17", "ien", "208"
"APP", "8", "Quo", "17", "lle", "208"
"INS", "8", "Bal", "17", "sem", "208"
"CAI", "8", "Roo", "16", "ens", "206"
"COP", "8", "Nov", "16", "avo", "205"
"PEN", "8", "Gui", "16", "vie", "203"
"ANT", "8", "Jou", "16", "ils", "202"
"IRE", "8", "AMÉ", "16", "pai", "201"
"FAI", "8", "Jui", "16", "ven", "201"
"ORG", "7", "Mes", "15", "mil", "201"
"MIS", "7", "Int", "15", "app", "198"
"CIL", "7", "Aut", "15", "dev", "198"
"IAT", "7", "Cec", "14", "imp", "198"
"HET", "7", "Nos", "14", "seu", "197"
"WEI", "7", "Ver", "14", "eur", "196"
"THE", "7", "Auj", "13", "our", "194"
"FOE", "7", "Fer", "13", "sen", "191"
"RST", "7", "Ain", "13", "lem", "190"
"FIN", "7", "Gra", "13", "rés", "190"
"MES", "7", "Avr", "13", "rai", "190"
"INT", "7", "Enc", "13", "pay", "189"
"VOT", "7", "San", "13", "êtr", "187"
"NLE", "7", "Hum", "13", "lui", "187"
"PAS", "7", "Tan", "12", "ins", "182"
"TER", "7", "Gue", "12", "tan", "181"
"TOU", "7", "Non", "12", "cou", "180"
"VER", "7", "App", "12", "ten", "179"
"GEO", "7", "Fév", "12", "tem", "178"
"CHE", "7", "Bru", "12", "aur", "177"
"PLE", "7", "Etr", "12", "mal", "175"
"AVI", "7", "Mam", "11", "ric", "174"
"LIS", "6", "Ger", "11", "att", "171"
"EMB", "6", "Nip", "11", "lai", "170"
"SAT", "6", "Nor", "11", "éra", "169"
"XIV", "6", "Jau", "11", "qua", "168"
"RAD", "6", "Leu", "11", "pen", "167"
"RET", "6", "Alb", "11", "ess", "167"
"SAR", "6", "Fin", "11", "rie", "166"
"RNA", "6", "Bea", "11", "fau", "166"
"AUX", "6", "Mad", "11", "ité", "166"
"NOU", "6", "Bie", "11", "nes", "166"
"LON", "6", "And", "11", "vai", "165"
"ERN", "6", "Jus", "11", "ita", "164"
"ACT", "6", "Tra", "11", "rep", "164"
"BET", "6", "Océ", "11", "soi", "163"
"ITA", "6", "ITÉ", "11", "cti", "162"
"PIE", "6", "Rou", "10", "nde", "161"
"STR", "6", "Jam", "10", "fra", "161"
"ARD", "6", "Fri", "10", "nem", "159"
"ONT", "6", "Rei", "10", "bre", "158"
"SAV", "6", "IÉT", "10", "nom", "156"
"SIT", "6", "Pui", "10", "ass", "155"
"PEU", "6", "Tro", "10", "ist", "154"
"ICL", "6", "Nap", "10", "for", "154"
"LAC", "6", "Gen", "10", "nte", "152"
"BRE", "6", "Oct", "10", "sui", "151"
"BAL", "5", "Lig", "9", "ure", "149"
"NDE", "5", "Hou", "9", "dép", "147"
"LOU", "5", "DÉM", "9", "ore", "146"
"ANG", "5", "Don", "9", "ple", "145"
"SAL", "5", "Ann", "9", "arr", "142"
"POI", "5", "Jap", "9", "déc", "142"
"LOI", "5", "Her", "9", "ées", "142"
"DOU", "5", "Cer", "9", "nat", "141"
"ACC", "5", "Alo", "9", "ans", "140"
"GRI", "5", "Bar", "9", "sio", "139"
"RUY", "5", "Roi", "9", "acc", "138"
"RAP", "5", "Ser", "9", "heu", "138"
"SEI", "5", "Duc", "9", "dir", "138"
"TRI", "5", "Ave", "9", "vic", "138"
"HAI", "5", "Voy", "9", "ill", "137"
"SOM", "5", "Déj", "9", "age", "136"
"ONA", "5", "Was", "9", "deu", "136"
"LAD", "5", "Yor", "9", "non", "135"
"PUE", "5", "Dim", "9", "aus", "133"
"ANC", "5", "Gre", "8", "ite", "132"
"ENC", "5", "Sen", "8", "jus", "132"
"PLU", "5", "Age", "8", "ami", "131"
"DIE", "5", "Hui", "8", "dem", "130"
"UNE", "5", "Enf", "8", "aff", "130"
"VIC", "5", "Sce", "8", "ret", "130"
"TOI", "5", "Pen", "8", "nça", "129"
"OFF", "5", "Plu", "8", "arm", "129"
"OCR", "5", "Cur", "8", "dit", "128"
"MIL", "5", "Han", "8", "ris", "128"
"ENS", "5", "Son", "8", "ray", "128"
"BUR", "5", "Hau", "8", "enf", "128"
"AUS", "5", "Clé", "8", "éri", "127"
"AND", "5", "Qui", "8", "ère", "127"
"LLA", "5", "Tru", "8", "uis", "127"
"OPI", "5", "Asi", "8", "anc", "126"
"CIA", "5", "GÉN", "8", "sai", "126"
"AGE", "5", "Rév", "8", "ect", "126"
"ULA", "5", "Aus", "8", "ort", "126"
"BON", "5", "Dir", "8", "abl", "126"
"OIE", "5", "Por", "8", "man", "124"
"NOS", "5", "Tel", "8", "dre", "124"
"POR", "5", "Pre", "8", "ers", "123"
"LEU", "5", "Tot", "8", "cer", "123"
"CAM", "5", "Has", "8", "act", "122"
"AIR", "5", "Amb", "7", "rép", "122"
"ITI", "5", "Mun", "7", "rec", "119"
"PRI", "5", "Bon", "7", "fin", "119"
"KLE", "4", "Geo", "7", "iqu", "118"
"CTI", "4", "Pru", "7", "gén", "118"
"SUI", "4", "God", "7", "pos", "118"
"BIL", "4", "Che", "7", "nts", "117"
"KAN", "4", "Mme", "7", "ani", "114"
"POS", "4", "Rev", "7", "pui", "113"
"INI", "4", "Maj", "7", "gne", "112"
"LAP", "4", "Oui", "7", "dév", "112"
"DRE", "4", "Col", "7", "reu", "112"
"LAR", "4", "Cal", "7", "oir", "111"
"PEL", "4", "Pri", "7", "ici", "111"
"LOT", "4", "Vic", "7", "lie", "111"
"PRU", "4", "Res", "7", "urs", "111"
"DHO", "4", "Sir", "7", "let", "110"
"IPP", "4", "Eco", "7", "exe", "110"
"OLD", "4", "Dep", "7", "art", "110"
"ECH", "4", "Exé", "7", "bon", "109"
"MAS", "4", "Ins", "7", "ord", "107"
"IVE", "4", "Pic", "6", "ndr", "107"
"ICH", "4", "Sun", "6", "tai", "107"
"COR", "4", "Ale", "6", "tri", "107"
"DEU", "4", "Chr", "6", "apr", "107"
"MAC", "4", "Oue", "6", "foi", "107"
"EUR", "4", "Sig", "6", "eff", "106"
"LAN", "4", "Lan", "6", "trè", "106"
"ARM", "4", "Aux", "6", "eux", "106"
"ICI", "4", "Bre", "6", "and", "106"
"GRE", "4", "Chi", "6", "dés", "105"
"REP", "4", "Châ", "6", "lon", "103"
"END", "4", "Pas", "6", "rna", "103"
"PEY", "4", "Ven", "6", "mis", "103"
"REN", "4", "Bul", "6", "pla", "102"
"EAU", "4", "Tur", "6", "ier", "101"
"STE", "4", "Lud", "6", "ind", "101"
"MAR", "4", "Ind", "6", "ann", "100"
"HOU", "4", "Sam", "6", "nds", "100"
"OLI", "4", "Peu", "6", "bea", "99"
"NIO", "4", "Ava", "6", "ale", "99"
"TEN", "4", "Ren", "6", "ise", "99"
"IZE", "4", "Mll", "6", "esp", "98"
"LOS", "4", "Hol", "6", "por", "98"
"TEM", "4", "Att", "6", "vot", "97"
"CAS", "4", "For", "5", "met", "97"
"BEL", "4", "Hél", "5", "ner", "97"
"GOU", "4", "Sil", "5", "ueu", "96"
"RAT", "4", "Tim", "5", "rem", "94"
"TAR", "4", "Mem", "5", "fon", "94"
"SOU", "4", "Bib", "5", "org", "93"
"MOR", "4", "Cen", "5", "iti", "92"
"IER", "4", "Pol", "5", "uve", "92"
"UME", "4", "Pac", "5", "exp", "91"
"VIR", "4", "Afr", "5", "rev", "91"
"SUR", "4", "Hie", "5", "ang", "91"
"RUS", "4", "Tza", "5", "oué", "91"
"ENQ", "3", "Auc", "5", "ére", "90"
"UET", "3", "Deu", "5", "ine", "90"
"FRI", "3", "Arb", "5", "inc", "90"
"RIO", "3", "Mêm", "5", "tie", "90"
"TSE", "3", "Llo", "5", "dou", "89"
"TSI", "3", "Lib", "5", "der", "88"
"VEM", "3", "Cro", "5", "jam", "88"
"LAT", "3", "RÉS", "5", "uel", "88"
"KEP", "3", "Sup", "5", "eau", "87"
"CHO", "3", "Ses", "5", "ive", "87"
"LIE", "3", "Fre", "5", "hom", "86"
"LIC", "3", "Mol", "5", "len", "85"
"MUH", "3", "Agr", "5", "fer", "85"
"GOD", "3", "RÉP", "5", "ceu", "85"
"WEA", "3", "Kil", "5", "iét", "84"
"RDA", "3", "Lun", "4", "hol", "84"
"MER", "3", "Pon", "4", "emb", "83"
"HOM", "3", "Roc", "4", "env", "83"
"FET", "3", "Wea", "4", "ert", "82"
"IQU", "3", "Grâ", "4", "sat", "82"
"ROO", "3", "Moy", "4", "tin", "82"
"DIP", "3", "Alp", "4", "vra", "82"
"LOM", "3", "Vib", "4", "aie", "82"
"SEC", "3", "Bor", "4", "ouv", "81"
"AVA", "3", "Kai", "4", "lit", "81"
"REC", "3", "Bro", "4", "ssé", "81"
"ITE", "3", "Kep", "4", "lqu", "81"
"NQU", "3", "Soi", "4", "neu", "80"
"NOM", "3", "Sou", "4", "éle", "80"
"QUA", "3", "Rie", "4", "loi", "80"
"GER", "3", "Pay", "4", "déf", "80"
"CAL", "3", "Mel", "4", "dra", "80"
"BER", "3", "Fac", "4", "ili", "80"
"SSA", "3", "Sch", "4", "sti", "80"
"EUX", "3", "Arm", "4", "off", "79"
"FER", "3", "Syr", "4", "viv", "79"
"TRU", "3", "Can", "4", "ond", "79"
"SCO", "3", "Ent", "4", "ail", "79"
"BUI", "3", "Cep", "4", "lis", "78"
"AUL", "3", "Gau", "4", "dep", "78"
"XVI", "3", "Dre", "4", "tim", "78"
"MAL", "3", "Rhi", "4", "sac", "78"
"VEI", "3", "Bac", "4", "jeu", "78"
"VOY", "3", "Ori", "4", "car", "77"
"ERS", "3", "Bla", "4", "déj", "77"
"LAF", "3", "Fig", "4", "mar", "77"
"ERT", "3", "Aug", "4", "fér", "76"
"BIE", "3", "Ban", "4", "rit", "76"
"CES", "3", "Poi", "4", "ime", "76"
"GAU", "3", "Hom", "4", "tic", "76"
"SIN", "3", "Ext", "4", "rou", "75"
"TEL", "3", "Sci", "4", "réc", "75"
"MAU", "3", "Off", "4", "sta", "75"
"DAU", "3", "Jul", "4", "pte", "75"
"DET", "3", "Mat", "4", "cri", "75"
"AIS", "3", "Bri", "4", "nan", "74"
"LAS", "3", "Jur", "4", "ula", "74"
"MUN", "3", "Sal", "4", "ssa", "74"
"NEM", "3", "Ham", "4", "ran", "74"
"BUD", "3", "Frs", "4", "omp", "74"
"GET", "3", "Gar", "4", "sol", "73"
"POP", "3", "Noy", "4", "use", "73"
"HOL", "3", "Fou", "4", "rég", "73"
"LLO", "3", "Hav", "4", "mie", "73"
"URE", "3", "Art", "4", "etc", "73"
"WAS", "3", "Gaz", "4", "min", "72"
"HIN", "3", "Zur", "4", "bat", "72"
"GTO", "3", "Hea", "4", "nie", "72"
"VID", "3", "Pil", "3", "ini", "72"
"BLA", "3", "Ché", "3", "col", "72"
"JAU", "3", "Aub", "3", "nel", "71"
"CER", "3", "Ceu", "3", "emp", "71"
"LLE", "3", "Mer", "3", "ali", "70"
"HON", "3", "Lam", "3", "ica", "70"
"NIE", "3", "Aou", "3", "ois", "70"
"NCO", "3", "May", "3", "nio", "70"
"REI", "3", "Tem", "3", "sav", "70"
"RMO", "3", "Jor", "3", "rui", "70"
"LIF", "3", "Lyo", "3", "cro", "69"
"ESS", "3", "Lil", "3", "rel", "69"
"SES", "3", "Pet", "3", "dro", "69"
"ISS", "3", "Vil", "3", "mat", "69"
"IST", "3", "DÉP", "3", "réu", "69"
"TUR", "3", "Nai", "3", "iés", "69"
"LAV", "3", "Soy", "3", "ult", "68"
"OLU", "3", "Let", "3", "voy", "67"
"ATE", "3", "Sav", "3", "ign", "67"
"NAZ", "3", "Lar", "3", "dém", "67"
"LIV", "3", "Bré", "3", "mer", "66"
"QUI", "3", "Hon", "3", "gen", "66"
"ARC", "3", "Foe", "3", "ger", "66"
"OIR", "3", "Lap", "3", "mor", "66"
"GES", "3", "Bee", "3", "onn", "66"
"SEU", "3", "Gab", "3", "sei", "65"
"MPS", "3", "Ant", "3", "cun", "65"
"NKL", "3", "Jof", "3", "dif", "65"
"HAY", "2", "Sin", "3", "ina", "65"
"HER", "2", "Arr", "3", "rge", "65"
"ENV", "2", "Kro", "3", "ori", "65"
"SIB", "2", "Emi", "3", "poi", "65"
"NEU", "2", "Sud", "3", "fil", "65"
"BAR", "2", "Pyr", "3", "ron", "65"
"IDE", "2", "Tri", "3", "iss", "64"
"HUM", "2", "Vai", "3", "vel", "64"
"NAU", "2", "Cam", "3", "era", "64"
"USE", "2", "Tho", "3", "écr", "63"
"TES", "2", "Mil", "3", "lar", "63"
"HIE", "2", "Org", "3", "vea", "63"
"VEL", "2", "Str", "3", "uni", "63"
"OMP", "2", "Sur", "3", "fit", "62"
"OEU", "2", "Mex", "3", "hie", "62"
"VRE", "2", "Rib", "3", "ste", "62"
"JEU", "2", "Ajo", "3", "uco", "62"
"NES", "2", "Ame", "3", "amé", "62"
"LAM", "2", "Sha", "3", "enn", "61"
"HNO", "2", "Hen", "3", "ssi", "61"
"WSK", "2", "Gus", "3", "ard", "61"
"ANN", "2", "Cau", "3", "pag", "61"
"JOH", "2", "Taf", "3", "réa", "61"
"NSO", "2", "Rui", "3", "oci", "60"
"GIR", "2", "Rap", "3", "cat", "60"
"DEM", "2", "Sei", "3", "ieu", "60"
"SEA", "2", "Gir", "3", "lio", "60"
"PAT", "2", "Ami", "3", "ern", "60"
"RIS", "2", "Ste", "3", "ièr", "59"
"DIA", "2", "Rey", "3", "gar", "59"
"CAN", "2", "Exc", "3", "gré", "59"
"ACA", "2", "CRÉ", "3", "pet", "59"
"DIT", "2", "Kgs", "3", "toi", "59"
"DUR", "2", "DÉF", "3", "adm", "59"
"ABL", "2", "LÉE", "3", "inf", "59"
"SEV", "2", "DÉC", "3", "vol", "59"
"ELT", "2", "Viv", "3", "teu", "59"
"FOR", "2", "Pat", "3", "pub", "59"
"MBR", "2", "Dîn", "3", "cil", "59"
"REL", "2", "Roy", "2", "vis", "58"
"IGI", "2", "Fon", "2", "sin", "58"
"XIX", "2", "Rém", "2", "cho", "58"
"SME", "2", "Dou", "2", "cen", "58"
"VAI", "2", "Vin", "2", "vil", "58"
"AIT", "2", "Jea", "2", "mpl", "58"
"IVI", "2", "Ech", "2", "nne", "58"
"NNE", "2", "DÉS", "2", "exc", "57"
"TAG", "2", "Dem", "2", "pat", "57"
"LEM", "2", "Rot", "2", "pol", "57"
"HAB", "2", "Pue", "2", "ora", "57"
"ITU", "2", "Men", "2", "sib", "57"
"MEC", "2", "Inf", "2", "cam", "57"
"OMN", "2", "Dém", "2", "ues", "57"
"LEP", "2", "Gas", "2", "dét", "57"
"TOT", "2", "Lav", "2", "iat", "57"
"PEC", "2", "SSÉ", "2", "err", "56"
"BEA", "2", "Mac", "2", "ice", "55"
"BRI", "2", "Seu", "2", "nai", "55"
"SSO", "2", "Nob", "2", "idé", "55"
"ADR", "2", "Flé", "2", "dat", "55"
"FRO", "2", "Dis", "2", "sec", "55"
"NTI", "2", "Klo", "2", "ifi", "55"
"PAG", "2", "Egy", "2", "som", "55"
"DEB", "2", "Sib", "2", "alo", "54"
"OVE", "2", "Dès", "2", "éch", "54"
"IOU", "2", "Udi", "2", "pop", "54"
"KOF", "2", "Ici", "2", "ges", "54"
"PHY", "2", "Ail", "2", "tel", "54"
"LAX", "2", "Luc", "2", "tit", "54"
"ARO", "2", "Ben", "2", "fem", "53"
"PIN", "2", "Alg", "2", "vos", "53"
"UES", "2", "Esp", "2", "sau", "53"
"RAI", "2", "Ola", "2", "cla", "53"
"ERR", "2", "Rel", "2", "cul", "53"
"RON", "2", "Wei", "2", "ume", "53"
"ERA", "2", "Dum", "2", "erv", "53"
"ORL", "2", "Eli", "2", "oin", "53"
"UST", "2", "Dom", "2", "tat", "53"
"UIS", "2", "Noë", "2", "rra", "53"
"VIV", "2", "Joh", "2", "sup", "53"
"IAN", "2", "Bab", "2", "van", "53"
"HEU", "2", "Iss", "2", "bes", "52"
"RTE", "2", "Lui", "2", "sit", "52"
"FON", "2", "Heu", "2", "moy", "52"
"PRA", "2", "Aca", "2", "vre", "51"
"TTE", "2", "Dog", "2", "mun", "51"
"SIG", "2", "UTÉ", "2", "vér", "51"
"PAL", "2", "Sor", "2", "enu", "51"
"CHI", "2", "Nan", "2", "ach", "51"
"WAL", "2", "Grè", "2", "rat", "51"
"NAN", "2", "Ier", "2", "rap", "51"
"ORT", "2", "Ypr", "2", "hon", "50"
"RNE", "2", "Som", "2", "nir", "50"
"PLO", "2", "Mys", "2", "the", "50"
"NTE", "2", "Avo", "2", "joi", "50"
"FAY", "2", "Fla", "2", "suc", "50"
"DON", "2", "Naz", "2", "ara", "50"
"NOR", "2", "Lai", "2", "mps", "50"
"AVE", "2", "Mor", "2", "néc", "50"
"ESP", "2", "OPÉ", "2", "pon", "50"
"RIT", "2", "Déf", "2", "lan", "49"
"EFF", "2", "Mou", "2", "sée", "49"
"ORA", "2", "Sem", "2", "ubl", "49"
"REU", "2", "Afi", "2", "sor", "49"
"UAT", "2", "Mob", "2", "lla", "48"
"DAT", "2", "Sol", "2", "lib", "48"
"EPT", "2", "LÉG", "2", "cor", "48"
"RIV", "2", "Vér", "2", "str", "48"
"RHI", "2", "Arc", "2", "lée", "48"
"FEM", "2", "Rég", "2", "dom", "48"
"MAT", "2", "Cas", "2", "mot", "47"
"AZE", "2", "Doy", "2", "its", "47"
"RIB", "2", "Riv", "2", "sme", "47"
"THO", "2", "Sed", "2", "uti", "47"
"ADO", "2", "Pal", "2", "éco", "47"
"ATO", "2", "Ruy", "2", "cau", "47"
"URS", "2", "Réu", "2", "squ", "47"
"ELE", "2", "Bra", "2", "dél", "47"
"RIQ", "2", "Tuf", "2", "isi", "47"
"ARG", "2", "Vaa", "2", "her", "47"
"NTS", "2", "Ter", "2", "avi", "47"
"EXC", "2", "Vos", "2", "ate", "46"
"AFF", "2", "Goe", "2", "liq", "46"
"CRI", "2", "Kan", "2", "tiv", "46"
"MEI", "2", "Cho", "2", "doi", "46"
"DIR", "2", "Pan", "2", "fam", "46"
"IGE", "2", "VÉR", "2", "ira", "45"
"DAM", "2", "Bes", "2", "auj", "45"
"CEU", "2", "Fai", "2", "sig", "45"
"VUE", "2", "Anc", "2", "rce", "45"
"ROC", "2", "Lég", "2", "dui", "44"
"ULE", "2", "Van", "2", "grè", "44"
"AMI", "2", "Cor", "2", "mod", "44"
"RTU", "2", "Atl", "2", "fic", "44"
"VIL", "2", "Ors", "2", "ile", "44"
"MIE", "2", "Del", "2", "abo", "43"
"MEM", "2", "Dic", "2", "bou", "43"
"HEV", "2", "Fis", "2", "déb", "43"
"EQU", "2", "Kno", "2", "hes", "43"
"ROI", "2", "Neu", "2", "uer", "43"
"TIT", "2", "Voe", "2", "miè", "43"
"CIE", "2", "Exe", "2", "isa", "42"
"KEB", "2", "KAn", "2", "ibl", "42"
"EDG", "2", "Myr", "2", "ace", "42"
"ADE", "2", "Nul", "2", "tru", "42"
"REY", "2", "NÉC", "2", "ept", "42"
"SUG", "2", "RÉC", "2", "rir", "42"
"FES", "2", "FÉR", "2", "out", "42"
"APR", "2", "Dol", "2", "sci", "42"
"GIG", "2", "PTÉ", "2", "val", "42"
"ESQ", "2", "Whe", "2", "rif", "42"
"HOP", "2", "RÉD", "2", "opi", "42"
"ENA", "2", "CÈS", "2", "ona", "42"
"JEA", "2", "TIÉ", "2", "hum", "42"
"TIR", "2", "Mos", "2", "opé", "42"
"ORE", "2", "Ker", "2", "bar", "42"
"IEN", "2", "Dél", "2", "vio", "41"
"PTE", "2", "Tar", "2", "tur", "41"
"SEP", "2", "Rad", "2", "veu", "41"
"AMB", "2", "Jeu", "2", "vit", "41"
"TAT", "2", "IÉE", "2", "tor", "41"
"LEN", "2", "Mis", "2", "hab", "41"
"NOV", "1", "Mag", "2", "sag", "41"
"OBI", "1", "Veu", "2", "ope", "41"
"DAV", "1", "Ges", "2", "fac", "40"
"JOR", "1", "Fle", "1", "ref", "40"
"LIT", "1", "Rôt", "1", "tif", "40"
"INF", "1", "Ois", "1", "rév", "40"
"OPU", "1", "Ple", "1", "cès", "40"
"AGG", "1", "Poo", "1", "tir", "40"
"RAV", "1", "Mie", "1", "tés", "40"
"MAY", "1", "Rig", "1", "ivi", "40"
"ENN", "1", "Jol", "1", "inv", "40"
"LEA", "1", "Boi", "1", "cin", "40"
"ENF", "1", "One", "1", "ide", "40"
"ORC", "1", "Gan", "1", "vin", "39"
"PEA", "1", "Coq", "1", "tiq", "39"
"SOT", "1", "Loq", "1", "olu", "39"
"CTO", "1", "Mim", "1", "upe", "39"
"RAL", "1", "Hil", "1", "ose", "39"
"ETH", "1", "Lie", "1", "ncs", "39"
"NOG", "1", "Fél", "1", "œuv", "39"
"BAT", "1", "Ric", "1", "rue", "39"
"PUB", "1", "Var", "1", "dur", "39"
"SCH", "1", "Mél", "1", "lut", "39"
"EID", "1", "Jup", "1", "lic", "39"
"EIM", "1", "Rab", "1", "ocr", "38"
"MAJ", "1", "Ras", "1", "tis", "38"
"GLA", "1", "Nog", "1", "can", "38"
"DUM", "1", "Dav", "1", "hai", "37"
"DIM", "1", "Sta", "1", "sim", "37"
"ECR", "1", "Moc", "1", "pir", "37"
"LUI", "1", "Tex", "1", "née", "37"
"TIN", "1", "Dut", "1", "sus", "37"
"ENR", "1", "Vit", "1", "étr", "37"
"LIG", "1", "Ecr", "1", "ast", "37"
"ITS", "1", "Fût", "1", "rav", "37"
"ORB", "1", "Exp", "1", "ves", "36"
"DID", "1", "Hel", "1", "von", "36"
"ATU", "1", "Fré", "1", "cie", "36"
"TAF", "1", "FLÉ", "1", "dam", "36"
"PAC", "1", "Séc", "1", "bil", "36"
"IFI", "1", "Bas", "1", "sub", "36"
"ALE", "1", "You", "1", "fes", "36"
"XAN", "1", "Tch", "1", "rét", "36"
"JUP", "1", "Slo", "1", "cas", "36"
"RRY", "1", "Ala", "1", "éga", "36"
"ALI", "1", "RÉA", "1", "lig", "36"
"NCU", "1", "Pei", "1", "mag", "35"
"PYR", "1", "Tal", "1", "mom", "35"
"RHU", "1", "Cre", "1", "gag", "35"
"CIN", "1", "Nes", "1", "ere", "35"
"YEA", "1", "Hir", "1", "uli", "35"
"BOO", "1", "Lep", "1", "mme", "35"
"VOI", "1", "Pey", "1", "tar", "35"
"PIR", "1", "Bâl", "1", "mau", "35"
"ABU", "1", "Réa", "1", "cra", "35"
"AIL", "1", "Buq", "1", "bor", "35"
"ROS", "1", "Brû", "1", "reg", "35"
"GUI", "1", "Aud", "1", "cut", "35"
"SNE", "1", "Sab", "1", "itu", "34"
"VIE", "1", "Vez", "1", "hau", "34"
"MET", "1", "Dét", "1", "cle", "34"
"AII", "1", "Jac", "1", "sab", "34"
"SHA", "1", "Adj", "1", "occ", "34"
"MEZ", "1", "Zor", "1", "réf", "34"
"REW", "1", "Beb", "1", "édi", "34"
"UMO", "1", "Abr", "1", "ffr", "34"
"FOU", "1", "Cob", "1", "rer", "34"
"RNI", "1", "Dif", "1", "urr", "34"
"RUT", "1", "Tse", "1", "abs", "33"
"PLI", "1", "Tsi", "1", "fut", "33"
"CAT", "1", "Pir", "1", "uté", "33"
"WYT", "1", "Rôl", "1", "ies", "33"
"LIA", "1", "Gla", "1", "cep", "33"
"YFU", "1", "Ayo", "1", "rri", "33"
"RKA", "1", "Mid", "1", "onc", "33"
"UBE", "1", "Cin", "1", "exi", "33"
"MAM", "1", "Dam", "1", "nta", "33"
"NIV", "1", "Max", "1", "pli", "33"
"LIB", "1", "Cés", "1", "til", "33"
