"All Caps", "Occurrences", "Initials", "Occurrences", "Lowercases", "Occurrences"
"POPU", "1", "Haye", "2", "avez", "10"
"QUEU", "1", "Homm", "2", "conv", "10"
"RDRE", "1", "Janv", "2", "ctue", "10"
"RESL", "1", "Juin", "2", "étai", "10"
"RMEM", "1", "Ligu", "2", "ions", "10"
"RTUN", "1", "Mair", "2", "jeun", "10"
"RUHR", "1", "Mans", "2", "quan", "10"
"SOCI", "1", "Mill", "2", "ques", "10"
"SUPE", "1", "Rhin", "2", "serv", "10"
"TAIR", "1", "Rome", "2", "tant", "10"
"TRAI", "1", "Roos", "2", "amis", "9"
"TTRE", "1", "Tard", "2", "dire", "9"
"UGHT", "1", "Ving", "2", "disc", "9"
"VAIN", "1", "Voic", "2", "erne", "9"
"VIEN", "1", "York", "2", "indi", "9"
"VOTR", "1", "Alsa", "1", "mili", "9"
"", "", "Août", "1", "mond", "9"
"", "", "Aôut", "1", "ndan", "9"
"", "", "Arde", "1", "prem", "9"
"", "", "Arma", "1", "sais", "9"
"", "", "Atla", "1", "seul", "9"
"", "", "Aujo", "1", "touj", "9"
"", "", "Auss", "1", "trou", "9"
"", "", "Aute", "1", "usem", "9"
"", "", "Ayan", "1", "aprè", "8"
"", "", "Belg", "1", "aura", "8"
"", "", "Berk", "1", "auss", "8"
"", "", "Blan", "1", "cett", "8"
"", "", "Bour", "1", "coup", "8"
"", "", "Brio", "1", "droi", "8"
"", "", "Cana", "1", "gran", "8"
"", "", "Capi", "1", "jama", "8"
"", "", "Carn", "1", "mani", "8"
"", "", "Cett", "1", "mill", "8"
"", "", "Chac", "1", "orga", "8"
"", "", "Cham", "1", "pens", "8"
"", "", "Chaq", "1", "pers", "8"
"", "", "Char", "1", "peut", "8"
"", "", "Choe", "1", "popu", "8"
"", "", "Colb", "1", "préc", "8"
"", "", "Colo", "1", "quel", "8"
"", "", "Comi", "1", "reco", "8"
"", "", "Créa", "1", "soit", "8"
"", "", "D9ic", "1", "acti", "7"
"", "", "Dayt", "1", "coll", "7"
"", "", "DÉCE", "1", "donn", "7"
"", "", "Défa", "1", "dont", "7"
"", "", "Défe", "1", "éren", "7"
"", "", "DÉSA", "1", "euse", "7"
"", "", "Détr", "1", "exem", "7"
"", "", "Dima", "1", "fais", "7"
"", "", "Dota", "1", "fest", "7"
"", "", "Dupl", "1", "fini", "7"
"", "", "Duqu", "1", "forc", "7"
"", "", "Echo", "1", "fran", "7"
"", "", "Enve", "1", "homm", "7"
"", "", "Espa", "1", "lati", "7"
"", "", "Etan", "1", "mari", "7"
"", "", "Farg", "1", "nati", "7"
"", "", "Forc", "1", "occu", "7"
"", "", "Frio", "1", "oubl", "7"
"", "", "Goda", "1", "pass", "7"
"", "", "Golf", "1", "prof", "7"
"", "", "Gran", "1", "puis", "7"
"", "", "Griè", "1", "rité", "7"
"", "", "Guer", "1", "somm", "7"
"", "", "Hase", "1", "suis", "7"
"", "", "Henr", "1", "tena", "7"
"", "", "Hohe", "1", "atta", "6"
"", "", "Holl", "1", "cell", "6"
"", "", "Honn", "1", "cour", "6"
"", "", "Hote", "1", "déjà", "6"
"", "", "Ital", "1", "eurs", "6"
"", "", "ITTÉ", "1", "exce", "6"
"", "", "J!au", "1", "exis", "6"
"", "", "Jacq", "1", "faut", "6"
"", "", "Japo", "1", "fort", "6"
"", "", "Jaur", "1", "ième", "6"
"", "", "John", "1", "inté", "6"
"", "", "Lall", "1", "laux", "6"
"", "", "Lasc", "1", "main", "6"
"", "", "Lass", "1", "monu", "6"
"", "", "Légi", "1", "ndre", "6"
"", "", "Leur", "1", "onne", "6"
"", "", "Lich", "1", "pati", "6"
"", "", "Lorr", "1", "pend", "6"
"", "", "Lozè", "1", "pris", "6"
"", "", "Main", "1", "prop", "6"
"", "", "Marq", "1", "publ", "6"
"", "", "Mati", "1", "quoi", "6"
"", "", "Maye", "1", "rais", "6"
"", "", "Même", "1", "sati", "6"
"", "", "Mexi", "1", "temp", "6"
"", "", "Mini", "1", "très", "6"
"", "", "Mort", "1", "vien", "6"
"", "", "Musi", "1", "voir", "6"
"", "", "Natu", "1", "alor", "5"
"", "", "Nipp", "1", "appe", "5"
"", "", "Nord", "1", "arti", "5"
"", "", "Notr", "1", "auto", "5"
"", "", "Nove", "1", "avan", "5"
"", "", "Octo", "1", "avon", "5"
"", "", "Orat", "1", "beau", "5"
"", "", "Paci", "1", "cert", "5"
"", "", "Pact", "1", "colo", "5"
"", "", "Parl", "1", "comb", "5"
"", "", "Parm", "1", "conc", "5"
"", "", "Picc", "1", "défe", "5"
"", "", "Plus", "1", "démo", "5"
"", "", "Poin", "1", "depu", "5"
"", "", "Post", "1", "devi", "5"
"", "", "Pren", "1", "endr", "5"
"", "", "PRÉS", "1", "enir", "5"
"", "", "Prof", "1", "ente", "5"
"", "", "Publ", "1", "enti", "5"
"", "", "Quel", "1", "envo", "5"
"", "", "Quoi", "1", "essi", "5"
"", "", "Quos", "1", "gard", "5"
"", "", "REÇU", "1", "habi", "5"
"", "", "RÉPO", "1", "heur", "5"
"", "", "Résu", "1", "ière", "5"
"", "", "Revu", "1", "impo", "5"
"", "", "Rhén", "1", "inco", "5"
"", "", "Ruyt", "1", "jusq", "5"
"", "", "Senl", "1", "just", "5"
"", "", "Tand", "1", "mbre", "5"
"", "", "Time", "1", "mena", "5"
"", "", "Toll", "1", "mmen", "5"
"", "", "Trai", "1", "nisa", "5"
"", "", "Trib", "1", "nomb", "5"
"", "", "Verd", "1", "offi", "5"
"", "", "Vict", "1", "oire", "5"
"", "", "Vive", "1", "onal", "5"
"", "", "Vosg", "1", "parc", "5"
"", "", "", "", "peti", "5"
"", "", "", "", "poin", "5"
"", "", "", "", "pouv", "5"
"", "", "", "", "prép", "5"
"", "", "", "", "pres", "5"
"", "", "", "", "ptio", "5"
"", "", "", "", "rali", "5"
"", "", "", "", "repr", "5"
"", "", "", "", "réun", "5"
"", "", "", "", "rieu", "5"
"", "", "", "", "ruin", "5"
"", "", "", "", "sent", "5"
"", "", "", "", "simp", "5"
"", "", "", "", "surt", "5"
"", "", "", "", "tari", "5"
"", "", "", "", "terr", "5"
"", "", "", "", "trad", "5"
"", "", "", "", "trop", "5"
"", "", "", "", "vain", "5"
"", "", "", "", "viol", "5"
"", "", "", "", "votr", "5"
"", "", "", "", "able", "4"
"", "", "", "", "abus", "4"
"", "", "", "", "admi", "4"
"", "", "", "", "amen", "4"
"", "", "", "", "anné", "4"
"", "", "", "", "appu", "4"
"", "", "", "", "arri", "4"
"", "", "", "", "aujo", "4"
"", "", "", "", "avoi", "4"
"", "", "", "", "bles", "4"
"", "", "", "", "ceux", "4"
"", "", "", "", "chaq", "4"
"", "", "", "", "cier", "4"
"", "", "", "", "conf", "4"
"", "", "", "", "corr", "4"
"", "", "", "", "croy", "4"
"", "", "", "", "ctio", "4"
"", "", "", "", "déco", "4"
"", "", "", "", "dema", "4"
"", "", "", "", "dépe", "4"
"", "", "", "", "désa", "4"
"", "", "", "", "deux", "4"
"", "", "", "", "doul", "4"
"", "", "", "", "ègue", "4"
"", "", "", "", "erre", "4"
"", "", "", "", "ésen", "4"
"", "", "", "", "espo", "4"
"", "", "", "", "expl", "4"
"", "", "", "", "hier", "4"
"", "", "", "", "ible", "4"
"", "", "", "", "icai", "4"
"", "", "", "", "ices", "4"
"", "", "", "", "ient", "4"
"", "", "", "", "impr", "4"
"", "", "", "", "inte", "4"
"", "", "", "", "ison", "4"
"", "", "", "", "lais", "4"
"", "", "", "", "leme", "4"
"", "", "", "", "manq", "4"
"", "", "", "", "mesu", "4"
"", "", "", "", "mora", "4"
"", "", "", "", "naux", "4"
"", "", "", "", "ndai", "4"
"", "", "", "", "nise", "4"
"", "", "", "", "nouv", "4"
"", "", "", "", "oeuv", "4"
"", "", "", "", "onna", "4"
"", "", "", "", "peup", "4"
"", "", "", "", "port", "4"
"", "", "", "", "poss", "4"
"", "", "", "", "pren", "4"
"", "", "", "", "prin", "4"
"", "", "", "", "queu", "4"
"", "", "", "", "rabl", "4"
"", "", "", "", "récl", "4"
"", "", "", "", "répo", "4"
"", "", "", "", "save", "4"
"", "", "", "", "sens", "4"
"", "", "", "", "sign", "4"
"", "", "", "", "sort", "4"
"", "", "", "", "sout", "4"
"", "", "", "", "supe", "4"
"", "", "", "", "surv", "4"
"", "", "", "", "tair", "4"
"", "", "", "", "tenc", "4"
"", "", "", "", "ueme", "4"
"", "", "", "", "urag", "4"
"", "", "", "", "veuv", "4"
"", "", "", "", "vict", "4"
"", "", "", "", "voul", "4"
"", "", "", "", "aban", "3"
"", "", "", "", "abor", "3"
"", "", "", "", "absu", "3"
"", "", "", "", "acco", "3"
"", "", "", "", "adno", "3"
"", "", "", "", "adre", "3"
"", "", "", "", "affa", "3"
"", "", "", "", "affi", "3"
"", "", "", "", "aine", "3"
"", "", "", "", "ains", "3"
"", "", "", "", "alit", "3"
"", "", "", "", "angl", "3"
"", "", "", "", "ante", "3"
"", "", "", "", "ants", "3"
"", "", "", "", "appr", "3"
"", "", "", "", "armé", "3"
"", "", "", "", "armi", "3"
"", "", "", "", "assa", "3"
"", "", "", "", "asse", "3"
"", "", "", "", "atri", "3"
"", "", "", "", "auti", "3"
"", "", "", "", "avio", "3"
"", "", "", "", "beso", "3"
"", "", "", "", "brut", "3"
"", "", "", "", "ccup", "3"
"", "", "", "", "cent", "3"
"", "", "", "", "cepe", "3"
"", "", "", "", "char", "3"
"", "", "", "", "chef", "3"
"", "", "", "", "cond", "3"
"", "", "", "", "conn", "3"
"", "", "", "", "corp", "3"
"", "", "", "", "dern", "3"
"", "", "", "", "deve", "3"
"", "", "", "", "dign", "3"
"", "", "", "", "diri", "3"
"", "", "", "", "donc", "3"
"", "", "", "", "dout", "3"
"", "", "", "", "enve", "3"
"", "", "", "", "epri", "3"
"", "", "", "", "éque", "3"
"", "", "", "", "erai", "3"
"", "", "", "", "esse", "3"
"", "", "", "", "éter", "3"
"", "", "", "", "evin", "3"
"", "", "", "", "ffér", "3"
"", "", "", "", "fiqu", "3"
"", "", "", "", "fois", "3"
"", "", "", "", "fron", "3"
"", "", "", "", "gean", "3"
"", "", "", "", "géné", "3"
"", "", "", "", "gens", "3"
"", "", "", "", "haut", "3"
"", "", "", "", "iers", "3"
"", "", "", "", "igno", "3"
"", "", "", "", "ille", "3"
"", "", "", "", "imit", "3"
"", "", "", "", "indé", "3"
"", "", "", "", "infi", "3"
"", "", "", "", "ingt", "3"
"", "", "", "", "inno", "3"
"", "", "", "", "inue", "3"
"", "", "", "", "itio", "3"
"", "", "", "", "ivan", "3"
"", "", "", "", "juge", "3"
"", "", "", "", "llin", "3"
"", "", "", "", "loin", "3"
"", "", "", "", "mati", "3"
"", "", "", "", "mett", "3"
"", "", "", "", "miss", "3"
"", "", "", "", "mman", "3"
"", "", "", "", "moit", "3"
"", "", "", "", "moye", "3"
"", "", "", "", "natu", "3"
"", "", "", "", "nder", "3"
"", "", "", "", "néce", "3"
"", "", "", "", "nial", "3"
"", "", "", "", "nnel", "3"
"", "", "", "", "ntio", "3"
"", "", "", "", "ontr", "3"
"", "", "", "", "otes", "3"
"", "", "", "", "ouve", "3"
"", "", "", "", "paci", "3"
"", "", "", "", "perd", "3"
"", "", "", "", "péri", "3"
"", "", "", "", "peuv", "3"
"", "", "", "", "plac", "3"
"", "", "", "", "plai", "3"
"", "", "", "", "poli", "3"
"", "", "", "", "préo", "3"
"", "", "", "", "prés", "3"
"", "", "", "", "près", "3"
"", "", "", "", "prét", "3"
"", "", "", "", "prot", "3"
"", "", "", "", "raie", "3"
"", "", "", "", "rait", "3"
"", "", "", "", "rati", "3"
"", "", "", "", "rdre", "3"
"", "", "", "", "rele", "3"
"", "", "", "", "rema", "3"
"", "", "", "", "reme", "3"
"", "", "", "", "renc", "3"
"", "", "", "", "répa", "3"
"", "", "", "", "repo", "3"
"", "", "", "", "rési", "3"
"", "", "", "", "résu", "3"
"", "", "", "", "révo", "3"
"", "", "", "", "rien", "3"
"", "", "", "", "rina", "3"
"", "", "", "", "rons", "3"
"", "", "", "", "sacr", "3"
"", "", "", "", "savo", "3"
"", "", "", "", "seco", "3"
"", "", "", "", "séri", "3"
"", "", "", "", "sion", "3"
"", "", "", "", "situ", "3"
"", "", "", "", "ssin", "3"
"", "", "", "", "stic", "3"
"", "", "", "", "suiv", "3"
"", "", "", "", "susc", "3"
"", "", "", "", "susp", "3"
"", "", "", "", "syst", "3"
"", "", "", "", "tage", "3"
"", "", "", "", "tain", "3"
"", "", "", "", "tell", "3"
"", "", "", "", "témo", "3"
"", "", "", "", "tend", "3"
"", "", "", "", "tent", "3"
"", "", "", "", "tran", "3"
"", "", "", "", "trui", "3"
"", "", "", "", "ught", "3"
"", "", "", "", "unes", "3"
"", "", "", "", "vent", "3"
"", "", "", "", "vété", "3"
"", "", "", "", "vidu", "3"
"", "", "", "", "visi", "3"
"", "", "", "", "vivr", "3"
"", "", "", "", "vois", "3"
"", "", "", "", "volo", "3"
"", "", "", "", "volu", "3"
"", "", "", "", "abré", "2"
"", "", "", "", "acce", "2"
"", "", "", "", "accu", "2"
"", "", "", "", "agan", "2"
"", "", "", "", "agne", "2"
"", "", "", "", "aien", "2"
"", "", "", "", "ainc", "2"
"", "", "", "", "aise", "2"
"", "", "", "", "alem", "2"
"", "", "", "", "alie", "2"
"", "", "", "", "allo", "2"
"", "", "", "", "amér", "2"
"", "", "", "", "amné", "2"
"", "", "", "", "anar", "2"
"", "", "", "", "ance", "2"
"", "", "", "", "anom", "2"
"", "", "", "", "aper", "2"
"", "", "", "", "arer", "2"
"", "", "", "", "arme", "2"
"", "", "", "", "assé", "2"
"", "", "", "", "assu", "2"
"", "", "", "", "ateu", "2"
"", "", "", "", "aucu", "2"
"", "", "", "", "aven", "2"
"", "", "", "", "aver", "2"
"", "", "", "", "ayan", "2"
"", "", "", "", "bell", "2"
"", "", "", "", "bonn", "2"
"", "", "", "", "bres", "2"
"", "", "", "", "bron", "2"
"", "", "", "", "cace", "2"
"", "", "", "", "camp", "2"
"", "", "", "", "capi", "2"
"", "", "", "", "célé", "2"
"", "", "", "", "chan", "2"
"", "", "", "", "ches", "2"
"", "", "", "", "chie", "2"
"", "", "", "", "chos", "2"
"", "", "", "", "cime", "2"
"", "", "", "", "cinq", "2"
"", "", "", "", "cipe", "2"
"", "", "", "", "cles", "2"
"", "", "", "", "cord", "2"
"", "", "", "", "côte", "2"
"", "", "", "", "côté", "2"
"", "", "", "", "coût", "2"
"", "", "", "", "crit", "2"
"", "", "", "", "croi", "2"
"", "", "", "", "cuir", "2"
"", "", "", "", "dava", "2"
"", "", "", "", "déba", "2"
"", "", "", "", "déch", "2"
"", "", "", "", "décl", "2"
"", "", "", "", "défa", "2"
"", "", "", "", "délé", "2"
"", "", "", "", "deme", "2"
"", "", "", "", "déra", "2"
"", "", "", "", "dési", "2"
"", "", "", "", "deui", "2"
"", "", "", "", "deva", "2"
"", "", "", "", "déve", "2"
"", "", "", "", "devo", "2"
"", "", "", "", "diff", "2"
"", "", "", "", "disa", "2"
"", "", "", "", "disp", "2"
"", "", "", "", "dist", "2"
"", "", "", "", "doit", "2"
"", "", "", "", "domi", "2"
"", "", "", "", "doub", "2"
"", "", "", "", "dure", "2"
"", "", "", "", "eaux", "2"
"", "", "", "", "écar", "2"
"", "", "", "", "écou", "2"
"", "", "", "", "écra", "2"
"", "", "", "", "ecte", "2"
"", "", "", "", "ecti", "2"
"", "", "", "", "effe", "2"
"", "", "", "", "effi", "2"
"", "", "", "", "eill", "2"
"", "", "", "", "emai", "2"
"", "", "", "", "enan", "2"
"", "", "", "", "éner", "2"
"", "", "", "", "enfa", "2"
"", "", "", "", "enne", "2"
"", "", "", "", "ense", "2"
"", "", "", "", "épro", "2"
"", "", "", "", "érit", "2"
"", "", "", "", "erna", "2"
"", "", "", "", "erse", "2"
"", "", "", "", "esta", "2"
"", "", "", "", "étan", "2"
"", "", "", "", "étra", "2"
"", "", "", "", "evel", "2"
"", "", "", "", "expo", "2"
"", "", "", "", "exté", "2"
"", "", "", "", "faci", "2"
"", "", "", "", "faib", "2"
"", "", "", "", "fami", "2"
"", "", "", "", "femm", "2"
"", "", "", "", "fera", "2"
"", "", "", "", "fête", "2"
"", "", "", "", "fidè", "2"
"", "", "", "", "fond", "2"
"", "", "", "", "foul", "2"
"", "", "", "", "frir", "2"
"", "", "", "", "funè", "2"
"", "", "", "", "gnat", "2"
"", "", "", "", "grâc", "2"
"", "", "", "", "grad", "2"
"", "", "", "", "héro", "2"
"", "", "", "", "hist", "2"
"", "", "", "", "honn", "2"
"", "", "", "", "icti", "2"
"", "", "", "", "icul", "2"
"", "", "", "", "idie", "2"
"", "", "", "", "ific", "2"
"", "", "", "", "igué", "2"
"", "", "", "", "ilia", "2"
"", "", "", "", "illa", "2"
"", "", "", "", "imen", "2"
"", "", "", "", "immo", "2"
"", "", "", "", "impu", "2"
"", "", "", "", "inac", "2"
"", "", "", "", "inau", "2"
"", "", "", "", "ince", "2"
"", "", "", "", "ingr", "2"
"", "", "", "", "inoi", "2"
"", "", "", "", "insp", "2"
"", "", "", "", "inst", "2"
"", "", "", "", "inti", "2"
"", "", "", "", "inva", "2"
"", "", "", "", "isém", "2"
"", "", "", "", "ises", "2"
"", "", "", "", "iste", "2"
"", "", "", "", "itée", "2"
"", "", "", "", "jalo", "2"
"", "", "", "", "joie", "2"
"", "", "", "", "join", "2"
"", "", "", "", "lame", "2"
"", "", "", "", "lége", "2"
"", "", "", "", "lend", "2"
"", "", "", "", "less", "2"
"", "", "", "", "lide", "2"
"", "", "", "", "lieu", "2"
"", "", "", "", "lire", "2"
"", "", "", "", "livr", "2"
"", "", "", "", "llen", "2"
"", "", "", "", "lles", "2"
"", "", "", "", "loge", "2"
"", "", "", "", "lopp", "2"
"", "", "", "", "malh", "2"
"", "", "", "", "mass", "2"
"", "", "", "", "mbra", "2"
"", "", "", "", "ména", "2"
"", "", "", "", "mène", "2"
"", "", "", "", "méri", "2"
"", "", "", "", "mien", "2"
"", "", "", "", "mieu", "2"
"", "", "", "", "misè", "2"
"", "", "", "", "mome", "2"
"", "", "", "", "moti", "2"
"", "", "", "", "naie", "2"
"", "", "", "", "nais", "2"
"", "", "", "", "neut", "2"
"", "", "", "", "nger", "2"
"", "", "", "", "nies", "2"
"", "", "", "", "nisé", "2"
"", "", "", "", "nist", "2"
"", "", "", "", "nota", "2"
"", "", "", "", "nses", "2"
"", "", "", "", "ntag", "2"
"", "", "", "", "ntat", "2"
"", "", "", "", "nues", "2"
"", "", "", "", "obje", "2"
"", "", "", "", "obli", "2"
"", "", "", "", "onge", "2"
"", "", "", "", "opin", "2"
"", "", "", "", "oppo", "2"
"", "", "", "", "oque", "2"
"", "", "", "", "orat", "2"
"", "", "", "", "oriq", "2"
"", "", "", "", "oure", "2"
"", "", "", "", "page", "2"
"", "", "", "", "para", "2"
"", "", "", "", "pare", "2"
"", "", "", "", "parf", "2"
"", "", "", "", "paye", "2"
"", "", "", "", "pein", "2"
"", "", "", "", "perm", "2"
"", "", "", "", "pier", "2"
"", "", "", "", "pire", "2"
"", "", "", "", "pous", "2"
"", "", "", "", "prêt", "2"
"", "", "", "", "prév", "2"
"", "", "", "", "proc", "2"
"", "", "", "", "prod", "2"
"", "", "", "", "prol", "2"
"", "", "", "", "quot", "2"
"", "", "", "", "rade", "2"
"", "", "", "", "rage", "2"
"", "", "", "", "rair", "2"
"", "", "", "", "rang", "2"
"", "", "", "", "rdit", "2"
"", "", "", "", "réco", "2"
"", "", "", "", "réfl", "2"
"", "", "", "", "régl", "2"
"", "", "", "", "relè", "2"
"", "", "", "", "reno", "2"
"", "", "", "", "répu", "2"
"", "", "", "", "rése", "2"
"", "", "", "", "ress", "2"
"", "", "", "", "reus", "2"
"", "", "", "", "reux", "2"
"", "", "", "", "reve", "2"
"", "", "", "", "ribu", "2"
"", "", "", "", "rmem", "2"
"", "", "", "", "rtel", "2"
"", "", "", "", "rtun", "2"
"", "", "", "", "rves", "2"
"", "", "", "", "sabl", "2"
"", "", "", "", "sait", "2"
"", "", "", "", "sanc", "2"
"", "", "", "", "saut", "2"
"", "", "", "", "sava", "2"
"", "", "", "", "sées", "2"
"", "", "", "", "semb", "2"
"", "", "", "", "sero", "2"
"", "", "", "", "sfai", "2"
"", "", "", "", "sile", "2"
"", "", "", "", "soeu", "2"
"", "", "", "", "song", "2"
"", "", "", "", "souf", "2"
"", "", "", "", "sour", "2"
"", "", "", "", "ssai", "2"
"", "", "", "", "ssib", "2"
"", "", "", "", "ssit", "2"
"", "", "", "", "ster", "2"
"", "", "", "", "subi", "2"
"", "", "", "", "suit", "2"
"", "", "", "", "tabl", "2"
"", "", "", "", "tard", "2"
"", "", "", "", "tate", "2"
"", "", "", "", "teme", "2"
"", "", "", "", "tièr", "2"
"", "", "", "", "tité", "2"
"", "", "", "", "tomb", "2"
"", "", "", "", "tonn", "2"
"", "", "", "", "trav", "2"
"", "", "", "", "troi", "2"
"", "", "", "", "uant", "2"
"", "", "", "", "ucti", "2"
"", "", "", "", "univ", "2"
"", "", "", "", "util", "2"
"", "", "", "", "vais", "2"
"", "", "", "", "vale", "2"
"", "", "", "", "veme", "2"
"", "", "", "", "venu", "2"
"", "", "", "", "vers", "2"
"", "", "", "", "veul", "2"
"", "", "", "", "ving", "2"
"", "", "", "", "viva", "2"
"", "", "", "", "voie", "2"
"", "", "", "", "voil", "2"
"", "", "", "", "vont", "2"
"", "", "", "", "yeux", "2"
"", "", "", "", "abil", "1"
"", "", "", "", "abri", "1"
"", "", "", "", "abse", "1"
"", "", "", "", "abso", "1"
"", "", "", "", "abst", "1"
"", "", "", "", "ache", "1"
"", "", "", "", "acqu", "1"
"", "", "", "", "acré", "1"
"", "", "", "", "acro", "1"
"", "", "", "", "acte", "1"
"", "", "", "", "actu", "1"
"", "", "", "", "adil", "1"
"", "", "", "", "ador", "1"
"", "", "", "", "afin", "1"
"", "", "", "", "aggr", "1"
"", "", "", "", "agit", "1"
"", "", "", "", "aide", "1"
"", "", "", "", "aidé", "1"
"", "", "", "", "aill", "1"
"", "", "", "", "aima", "1"
"", "", "", "", "aime", "1"
"", "", "", "", "aîne", "1"
"", "", "", "", "aîné", "1"
"", "", "", "", "aire", "1"
"", "", "", "", "aisa", "1"
"", "", "", "", "aiss", "1"
"", "", "", "", "ajou", "1"
"", "", "", "", "ales", "1"
"", "", "", "", "alla", "1"
"", "", "", "", "alli", "1"
"", "", "", "", "allu", "1"
"", "", "", "", "amba", "1"
"", "", "", "", "ambi", "1"
"", "", "", "", "amir", "1"
"", "", "", "", "amit", "1"
"", "", "", "", "amme", "1"
"", "", "", "", "amou", "1"
"", "", "", "", "amus", "1"
"", "", "", "", "anci", "1"
"", "", "", "", "anda", "1"
"", "", "", "", "anie", "1"
"", "", "", "", "anne", "1"
"", "", "", "", "anni", "1"
"", "", "", "", "anno", "1"
"", "", "", "", "anté", "1"
"", "", "", "", "anth", "1"
"", "", "", "", "anti", "1"
"", "", "", "", "anxi", "1"
"", "", "", "", "apit", "1"
"", "", "", "", "apot", "1"
"", "", "", "", "appa", "1"
"", "", "", "", "appo", "1"
"", "", "", "", "arai", "1"
"", "", "", "", "arbr", "1"
"", "", "", "", "arée", "1"
"", "", "", "", "arge", "1"
"", "", "", "", "argu", "1"
"", "", "", "", "aris", "1"
"", "", "", "", "arrê", "1"
"", "", "", "", "arus", "1"
"", "", "", "", "asil", "1"
"", "", "", "", "asme", "1"
"", "", "", "", "assi", "1"
"", "", "", "", "ates", "1"
"", "", "", "", "atie", "1"
"", "", "", "", "atit", "1"
"", "", "", "", "attr", "1"
"", "", "", "", "atur", "1"
"", "", "", "", "auro", "1"
"", "", "", "", "auta", "1"
"", "", "", "", "auxq", "1"
"", "", "", "", "avdr", "1"
"", "", "", "", "avia", "1"
"", "", "", "", "avis", "1"
"", "", "", "", "avug", "1"
"", "", "", "", "ayon", "1"
"", "", "", "", "azes", "1"
"", "", "", "", "bass", "1"
"", "", "", "", "bâto", "1"
"", "", "", "", "berl", "1"
"", "", "", "", "bi-q", "1"
"", "", "", "", "biai", "1"
"", "", "", "", "bili", "1"
"", "", "", "", "blan", "1"
"", "", "", "", "blem", "1"
"", "", "", "", "blir", "1"
"", "", "", "", "bloc", "1"
"", "", "", "", "bond", "1"
"", "", "", "", "bons", "1"
"", "", "", "", "bont", "1"
"", "", "", "", "born", "1"
"", "", "", "", "bouq", "1"
"", "", "", "", "bout", "1"
"", "", "", "", "bran", "1"
"", "", "", "", "bref", "1"
"", "", "", "", "breS", "1"
"", "", "", "", "broc", "1"
"", "", "", "", "brun", "1"
"", "", "", "", "caba", "1"
"", "", "", "", "cabo", "1"
